,ESA_cell_season,Tea_ID,Tea_Type,Region,Site,Plot,Lat,Lon,Elevation,Initial,Depth,Burial,Recovery,Days,Season,Final,Label,Tea_init,Tea_final,Loss,Treatment,Contributor,Soil.moisture,Additional.information,latlon,Loss_Day,Plot_unique,TBI_S,TBI_k,soiltemp_mean,soiltemp_GDD5,soiltemp_source,airtemp_mean,airtemp_GDD5,airtemp_source,moisture_mean,moisture_mean_source,CHELSA_year_temp,CHELSA_summer_temp,CHELSA_winter_temp,CHELSA_year_precip,CHELSA_summer_precip,CHELSA_winter_precip,ESA_moisture,ESA_moisture_winter,ESA_moisture_year,ESA_cell,is.region,is.site,is.plot,is.site.plot,airtemp_mean_var_level,soiltemp_mean_var_level,moisture_mean_var_level,CHELSA_summer_temp_var_level,CHELSA_summer_precip_var_level,ESA_moisture_var_level
1,116805_Summer,S44,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.9912,8,11-07-16,12-08-16,32,Summer,1.225,Yes,1.676,0.976309356,0.417476518,None,"Haydn Thomas, Isla Myers-Smith",28.3,,69.57754_-138.91147,0.013046141,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
2,116805_Summer,S41,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.1734,8,11-07-16,12-08-16,32,Summer,1.293,Yes,1.852,1.044309356,0.436118058,None,"Haydn Thomas, Isla Myers-Smith",29.9,,69.57754_-138.91147,0.013628689,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
3,116805_Summer,S42,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.8735,8,11-07-16,12-08-16,32,Summer,1.425,Yes,1.563,1.176309356,0.247402843,None,"Haydn Thomas, Isla Myers-Smith",27.5,,69.57754_-138.91147,0.007731339,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
4,116805_Summer,S43,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.1792,8,11-07-16,12-08-16,32,Summer,1.328,Yes,1.857,1.079309356,0.418788715,None,"Haydn Thomas, Isla Myers-Smith",21.9,,69.57754_-138.91147,0.013087147,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
5,116805_Summer,S39,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,1.933,8,11-07-16,12-08-16,32,Summer,1.228,Yes,1.62,0.979309356,0.395488052,None,"Haydn Thomas, Isla Myers-Smith",45.4,,69.57638_-138.90722,0.012359002,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
6,116805_Summer,S40,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.1126,8,11-07-16,12-08-16,32,Summer,1.334,Yes,1.793,1.085309356,0.394696399,None,"Haydn Thomas, Isla Myers-Smith",42.8,,69.57638_-138.90722,0.012334262,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
7,116805_Summer,S27,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1716,8,11-07-16,12-08-16,32,Summer,1.384,Yes,1.85,1.135309356,0.386319267,None,"Haydn Thomas, Isla Myers-Smith",57.6,,69.57467_-138.89764,0.012072477,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
8,116805_Summer,S28,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.0441,8,11-07-16,12-08-16,32,Summer,1.222,Yes,1.727,0.973309356,0.436416123,None,"Haydn Thomas, Isla Myers-Smith",55.7,,69.57467_-138.89764,0.013638004,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
9,116805_Summer,S29,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1457,8,11-07-16,12-08-16,32,Summer,1.36,Yes,1.825,1.111309356,0.391063367,None,"Haydn Thomas, Isla Myers-Smith",56.9,,69.57467_-138.89764,0.01222073,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
10,116805_Summer,S30,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.0376,8,11-07-16,12-08-16,32,Summer,1.314,Yes,1.721,1.065309356,0.380993983,None,"Haydn Thomas, Isla Myers-Smith",61.4,,69.57467_-138.89764,0.011906062,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
11,116805_Summer,S31,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9548,8,11-07-16,12-08-16,32,Summer,1.161,Yes,1.641,0.912309356,0.4440528,None,"Haydn Thomas, Isla Myers-Smith",21.9,,69.5754_-138.9029,0.01387665,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
12,116805_Summer,S32,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.0414,8,11-07-16,12-08-16,32,Summer,1.209,Yes,1.725,0.960309356,0.443298924,None,"Haydn Thomas, Isla Myers-Smith",40.7,,69.5754_-138.9029,0.013853091,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
13,116805_Summer,S33,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9751,8,11-07-16,12-08-16,32,Summer,1.117,Yes,1.661,0.868309356,0.477236992,None,"Haydn Thomas, Isla Myers-Smith",41.9,,69.5754_-138.9029,0.014913656,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
14,116805_Summer,S35,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.0706,8,11-07-16,12-08-16,32,Summer,1.699,Yes,1.753,1.450309356,0.172670076,None,"Haydn Thomas, Isla Myers-Smith",48.6,,69.5754_-138.9029,0.00539594,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
15,116805_Summer,S36,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.0057,8,11-07-16,12-08-16,32,Summer,1.298,Yes,1.69,1.049309356,0.37910689,None,"Haydn Thomas, Isla Myers-Smith",46.1,,69.57638_-138.90722,0.01184709,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
16,116805_Summer,S37,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.0191,8,11-07-16,12-08-16,32,Summer,1.295,Yes,1.703,1.046309356,0.385608129,None,"Haydn Thomas, Isla Myers-Smith",33.2,,69.57638_-138.90722,0.012050254,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
17,116805_Summer,S38,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.1813,8,11-07-16,12-08-16,32,Summer,1.284,Yes,1.859,1.035309356,0.443082649,None,"Haydn Thomas, Isla Myers-Smith",39,,69.57638_-138.90722,0.013846333,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
18,116805_Summer,S29,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2991,8,11-07-16,12-08-16,32,Summer,1.771,Yes,1.935,1.521943356,0.213465966,None,"Haydn Thomas, Isla Myers-Smith",56.9,,69.57467_-138.89764,0.006670811,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
19,116805_Summer,S26,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1221,8,11-07-16,12-08-16,32,Summer,1.298,Yes,1.802,1.049309356,0.417697361,None,"Haydn Thomas, Isla Myers-Smith",49.3,,69.57467_-138.89764,0.013053043,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
20,116805_Summer,S45,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.231,8,11-07-16,12-08-16,32,Summer,1.855,No,1.871,1.73146,0.074580438,None,"Haydn Thomas, Isla Myers-Smith",34.4,,69.57754_-138.91147,0.002330639,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
21,116805_Summer,S31,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2314,8,11-07-16,12-08-16,32,Summer,1.902,Yes,1.871,1.652943356,0.116545507,None,"Haydn Thomas, Isla Myers-Smith",21.9,,69.5754_-138.9029,0.003642047,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
22,116805_Summer,S32,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2202,8,11-07-16,12-08-16,32,Summer,1.876,Yes,1.861,1.626943356,0.125769287,None,"Haydn Thomas, Isla Myers-Smith",40.7,,69.5754_-138.9029,0.00393029,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
23,116805_Summer,S33,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.1887,8,11-07-16,12-08-16,32,Summer,1.858,Yes,1.831,1.608943356,0.121276157,None,"Haydn Thomas, Isla Myers-Smith",41.9,,69.5754_-138.9029,0.00378988,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
24,116805_Summer,S34,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2432,8,11-07-16,12-08-16,32,Summer,1.822,Yes,1.882,1.572943356,0.164217133,None,"Haydn Thomas, Isla Myers-Smith",50.5,,69.5754_-138.9029,0.005131785,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
25,116805_Summer,S35,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2356,8,11-07-16,12-08-16,32,Summer,2.082,Yes,1.875,1.832943356,0.02243021,None,"Haydn Thomas, Isla Myers-Smith",48.6,,69.5754_-138.9029,0.000700944,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
26,116805_Summer,S45,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.9441,8,11-07-16,12-08-16,32,Summer,1.281,Yes,1.631,1.032309356,0.367069677,None,"Haydn Thomas, Isla Myers-Smith",34.4,,69.57754_-138.91147,0.011470927,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
27,116805_Summer,S34,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9539,8,11-07-16,12-08-16,32,Summer,1.109,Yes,1.64,0.860309356,0.475421124,None,"Haydn Thomas, Isla Myers-Smith",50.5,,69.5754_-138.9029,0.01485691,QHI_2_Summer,0.521928761,0.016862175,5.217424731,104.7504167,HOBO,8.695408602,237.9487083,HOBO,40.72,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
28,116805_Summer,S38,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2273,8,11-07-16,12-08-16,32,Summer,1.909,Yes,1.867,1.659943356,0.110903398,None,"Haydn Thomas, Isla Myers-Smith",39,,69.57638_-138.90722,0.003465731,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
29,116805_Summer,S26,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1869,8,11-07-16,12-08-16,32,Summer,1.694,Yes,1.829,1.444943356,0.209981763,None,"Haydn Thomas, Isla Myers-Smith",49.3,,69.57467_-138.89764,0.00656193,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
30,116805_Summer,S27,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2291,8,11-07-16,12-08-16,32,Summer,1.727,Yes,1.869,1.477943356,0.209233089,None,"Haydn Thomas, Isla Myers-Smith",57.6,,69.57467_-138.89764,0.006538534,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
31,116805_Summer,S28,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.333,8,11-07-16,12-08-16,32,Summer,1.834,Yes,1.967,1.584943356,0.194233169,None,"Haydn Thomas, Isla Myers-Smith",55.7,,69.57467_-138.89764,0.006069787,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
32,116805_Summer,S42,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2895,8,11-07-16,12-08-16,32,Summer,1.955,Yes,1.926,1.705943356,0.114255786,None,"Haydn Thomas, Isla Myers-Smith",27.5,,69.57754_-138.91147,0.003570493,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
33,116805_Summer,S30,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2122,8,11-07-16,12-08-16,32,Summer,1.875,Yes,1.853,1.625943356,0.122534616,None,"Haydn Thomas, Isla Myers-Smith",61.4,,69.57467_-138.89764,0.003829207,QHI_1_Summer,0.521973848,0.03973918,5.217424731,104.7504167,HOBO,8.790408602,237.9487083,HOBO,56.18,Moisture Probe,-9.4,7.6,-24.3,16.5,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
34,116805_Summer,S44,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2101,8,11-07-16,12-08-16,32,Summer,1.814,Yes,1.851,1.564943356,0.154541677,None,"Haydn Thomas, Isla Myers-Smith",28.3,,69.57754_-138.91147,0.004829427,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
35,116805_Summer,S36,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2682,8,11-07-16,12-08-16,32,Summer,1.771,Yes,1.906,1.521943356,0.201498764,None,"Haydn Thomas, Isla Myers-Smith",46.1,,69.57638_-138.90722,0.006296836,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
36,116805_Summer,S37,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2492,8,11-07-16,12-08-16,32,Summer,1.834,Yes,1.888,1.584943356,0.16051729,None,"Haydn Thomas, Isla Myers-Smith",33.2,,69.57638_-138.90722,0.005016165,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
37,116805_Summer,S39,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2952,8,11-07-16,12-08-16,32,Summer,1.966,Yes,1.931,1.716943356,0.110852742,None,"Haydn Thomas, Isla Myers-Smith",45.4,,69.57638_-138.90722,0.003464148,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
38,116805_Summer,S40,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2998,8,11-07-16,12-08-16,32,Summer,1.961,Yes,1.936,1.711943356,0.115731738,None,"Haydn Thomas, Isla Myers-Smith",42.8,,69.57638_-138.90722,0.003616617,QHI_3_Summer,0.525419924,0.023864052,5.217424731,104.7504167,HOBO,8.595408602,237.9487083,HOBO,41.3,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
39,116805_Summer,S41,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2347,8,11-07-16,12-08-16,32,Summer,1.927,Yes,1.874,1.677943356,0.10461934,None,"Haydn Thomas, Isla Myers-Smith",29.9,,69.57754_-138.91147,0.003269354,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
40,116805_Summer,S43,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2833,8,11-07-16,12-08-16,32,Summer,1.866,Yes,1.92,1.616943356,0.157842002,None,"Haydn Thomas, Isla Myers-Smith",21.9,,69.57754_-138.91147,0.004932563,QHI_4_Summer,0.551815722,0.021027894,5.217424731,104.7504167,HOBO,8.545408602,237.9487083,HOBO,28.4,Moisture Probe,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Site,Region,Site,Region,Region,Region
41,116805_Two_Year,Hvg14,Green,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.16,8,24-07-15,0017-07-05,712,Two_Year,0.936,No,1.839,0.81274,0.55805329,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000783783,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
42,116805_Two_Year,Hvg11,Green,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.16,8,24-07-15,0017-07-05,712,Two_Year,0.954,No,1.839,0.83084,0.548210984,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000769959,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
43,116805_Two_Year,Hvg12,Green,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2,8,24-07-15,0017-07-05,712,Two_Year,1.027,No,1.685,0.90344,0.463833828,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000651452,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
44,116805_Two_Year,Hvg13,Green,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.05,8,24-07-15,0017-07-05,712,Two_Year,0.868,No,1.733,0.74524,0.569971148,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000800521,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
45,116805_Two_Year,Hvr12,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.25,8,24-07-15,0017-07-05,712,Two_Year,1.541,No,1.889,1.41726,0.249730016,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000350744,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
46,116805_Two_Year,Hvr13,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.14,8,24-07-15,0017-07-05,712,Two_Year,1.476,No,1.785,1.35246,0.242319328,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000340336,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
47,116805_Two_Year,Hvr14,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.26,8,24-07-15,0017-07-05,712,Two_Year,1.57,No,1.898,1.44606,0.238113804,None,Haydn Thomas,NA,,69.5764_-138.90054,0.00033443,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
48,116805_Two_Year,Hvr15,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.23,8,24-07-15,0017-07-05,712,Two_Year,1.538,No,1.87,1.41406,0.243818182,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000342441,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
49,116805_Two_Year,Hvr16,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.26,8,24-07-15,0017-07-05,712,Two_Year,1.585,No,1.898,1.46126,0.230105374,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000323182,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
50,116805_Two_Year,Hvr17,Rooibos,QHI,Herschel valley,HV_HT_2yr,69.5764,-138.90054,10,2.23,8,24-07-15,0017-07-05,712,Two_Year,1.577,No,1.87,1.45296,0.223016043,None,Haydn Thomas,NA,,69.5764_-138.90054,0.000313225,HV_HT_2yr_Two_Year,0.362674836,0.001564561,NA,NA,NA,NA,NA,NA,NA,NA,-9.4,7.6,-24.3,16.4,10,1.5,NA,NA,NA,116805,0,0,0,1,Region,Region,Region,Region,Region,Region
