Tea_ID,Tea_Type,Region,Site,Plot,Lat,Lon,Elevation,Initial,Depth,Burial,Recovery,Days,Season,Final,Label,Tea_init,Tea_final,Loss,Treatment,Contributor,Soil moisture,Additional information
K18,Green,Kluane,Kluane Plateau,KP_HT_s2,60.96195,-138.4127,1734,2.095,8,04/07/2016,14/08/2016,41,Summer,1.251,Yes,1.776,1.002309356,0.44,None,Haydn Thomas,,
K19,Green,Kluane,Kluane Plateau,KP_HT_s2,60.96195,-138.4127,1734,2.086,8,04/07/2016,14/08/2016,41,Summer,1.196,Yes,1.768,0.947309356,0.46,None,Haydn Thomas,,
K20,Green,Kluane,Kluane Plateau,KP_HT_s2,60.96195,-138.4127,1734,1.980,8,04/07/2016,14/08/2016,41,Summer,1.136,Yes,1.666,0.887309356,0.47,None,Haydn Thomas,,
Kr11,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.249,8,01/07/2015,04/07/2016,369,Year,1.627,No,1.888,1.50346,0.20,None,Haydn Thomas,,
Kr12,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.204,8,01/07/2015,04/07/2016,369,Year,1.646,No,1.845,1.52246,0.17,None,Haydn Thomas,,
Kr13,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.195,8,01/07/2015,04/07/2016,369,Year,1.577,No,1.837,1.45346,0.21,None,Haydn Thomas,,
Kr14,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.240,8,01/07/2015,04/07/2016,369,Year,1.668,No,1.879,1.54446,0.18,None,Haydn Thomas,,
Kr15,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.301,8,01/07/2015,04/07/2016,369,Year,1.704,No,1.937,1.58046,0.18,None,Haydn Thomas,,
Kr16,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.308,8,01/07/2015,04/07/2016,369,Year,1.685,No,1.944,1.56146,0.20,None,Haydn Thomas,,
Kr17,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.224,8,01/07/2015,04/07/2016,369,Year,1.615,No,1.864,1.49146,0.20,None,Haydn Thomas,,
Kr18,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.238,8,01/07/2015,04/07/2016,369,Year,1.525,No,1.877,1.40146,0.25,None,Haydn Thomas,,
Kr19,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.212,8,01/07/2015,04/07/2016,369,Year,1.670,No,1.853,1.54646,0.17,None,Haydn Thomas,,
Kr20,Rooibos,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.220,8,01/07/2015,04/07/2016,369,Year,1.664,No,1.860,1.54046,0.17,None,Haydn Thomas,,
Kg11,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.040,8,01/07/2015,04/07/2016,369,Year,1.046,No,1.723,0.92284,0.46,None,Haydn Thomas,,
Kg12,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.061,8,01/07/2015,04/07/2016,369,Year,1.064,No,1.743,0.94084,0.46,None,Haydn Thomas,,
Kg13,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.030,8,01/07/2015,04/07/2016,369,Year,1.010,No,1.714,0.88684,0.48,None,Haydn Thomas,,
Kg14,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.005,8,01/07/2015,04/07/2016,369,Year,1.096,No,1.690,0.97284,0.42,None,Haydn Thomas,,
Kg15,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.111,8,01/07/2015,04/07/2016,369,Year,1.138,No,1.792,1.01484,0.43,None,Haydn Thomas,,
Kg16,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.045,8,01/07/2015,04/07/2016,369,Year,0.915,No,1.728,0.79184,0.54,None,Haydn Thomas,,
Kg17,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.111,8,01/07/2015,04/07/2016,369,Year,1.033,No,1.792,0.90984,0.49,None,Haydn Thomas,,
Kg18,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,1.963,8,01/07/2015,04/07/2016,369,Year,0.986,No,1.649,0.86284,0.48,None,Haydn Thomas,,
Kg19,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.207,8,01/07/2015,04/07/2016,369,Year,1.148,No,1.884,1.02484,0.46,None,Haydn Thomas,,
Kg20,Green,Kluane,Kluane Plateau,KP_HT_year,60.96195,-138.4127,1734,2.022,8,01/07/2015,04/07/2016,369,Year,1.030,No,1.706,0.90684,0.47,None,Haydn Thomas,,
KPg31,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.048,8,18/08/2015,04/07/2016,321,Winter,1.080,No,1.731,0.95684,0.45,None,Haydn Thomas,,
KPg32,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.069,8,18/08/2015,04/07/2016,321,Winter,1.126,No,1.751,1.00284,0.43,None,Haydn Thomas,,
KPg33,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.005,8,18/08/2015,04/07/2016,321,Winter,1.075,No,1.690,0.95184,0.44,None,Haydn Thomas,,
KPg34,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.104,8,18/08/2015,04/07/2016,321,Winter,1.173,No,1.785,1.04984,0.41,None,Haydn Thomas,,
KPg35,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.191,8,18/08/2015,04/07/2016,321,Winter,1.214,No,1.869,1.09084,0.42,None,Haydn Thomas,,
KPg36,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.196,8,18/08/2015,04/07/2016,321,Winter,1.186,No,1.873,1.06284,0.43,None,Haydn Thomas,,
KPg37,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.076,8,18/08/2015,04/07/2016,321,Winter,1.116,No,1.758,0.99284,0.44,None,Haydn Thomas,,
KPg38,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.078,8,18/08/2015,04/07/2016,321,Winter,1.050,No,1.760,0.92684,0.47,None,Haydn Thomas,,
KPg39,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.207,8,18/08/2015,04/07/2016,321,Winter,1.159,No,1.884,1.03584,0.45,None,Haydn Thomas,,
KPg40,Green,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,1.976,8,18/08/2015,04/07/2016,321,Winter,1.050,No,1.662,0.92684,0.44,None,Haydn Thomas,,
KPR31,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.293,8,18/08/2015,04/07/2016,321,Winter,1.714,No,1.929,1.59046,0.18,None,Haydn Thomas,,
KPR32,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.218,8,18/08/2015,04/07/2016,321,Winter,1.691,No,1.859,1.56746,0.16,None,Haydn Thomas,,
KPR33,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.239,8,18/08/2015,04/07/2016,321,Winter,1.689,No,1.878,1.56546,0.17,None,Haydn Thomas,,
KPR34,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.179,8,18/08/2015,04/07/2016,321,Winter,1.634,No,1.822,1.51046,0.17,None,Haydn Thomas,,
KPR35,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.323,8,18/08/2015,04/07/2016,321,Winter,1.725,No,1.958,1.60146,0.18,None,Haydn Thomas,,
KPR36,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.318,8,18/08/2015,04/07/2016,321,Winter,1.713,No,1.953,1.58946,0.19,None,Haydn Thomas,,
KPR37,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.296,8,18/08/2015,04/07/2016,321,Winter,NA,No,1.932,#VALUE!,NA,None,Haydn Thomas,,
KPR38,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.219,8,18/08/2015,04/07/2016,321,Winter,1.680,No,1.860,1.55646,0.16,None,Haydn Thomas,,
KPR39,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.185,8,18/08/2015,04/07/2016,321,Winter,1.664,No,1.827,1.54046,0.16,None,Haydn Thomas,,
KPR40,Rooibos,Kluane,Kluane Plateau,KP_HT_winter,60.96195,-138.4127,1734,2.249,8,18/08/2015,04/07/2016,321,Winter,1.708,No,1.888,1.58446,0.16,None,Haydn Thomas,,Decomp Experiment
Kr1,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.254,8,01/07/2015,18/08/2015,48,Summer,1.856,Yes,1.893,1.606943356,0.15,None,Haydn Thomas,,
Kr2,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.275,8,01/07/2015,18/08/2015,48,Summer,1.849,Yes,1.912,1.599943356,0.16,None,Haydn Thomas,,
Kr3,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.22,8,01/07/2015,18/08/2015,48,Summer,1.885,Yes,1.860,1.635943356,0.12,None,Haydn Thomas,,
Kr4,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.221,8,01/07/2015,18/08/2015,48,Summer,1.807,Yes,1.861,1.557943356,0.16,None,Haydn Thomas,,
Kr5,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.226,8,01/07/2015,18/08/2015,48,Summer,1.816,Yes,1.866,1.566943356,0.16,None,Haydn Thomas,,
Kr7,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.257,8,01/07/2015,18/08/2015,48,Summer,1.931,Yes,1.895,1.681943356,0.11,None,Haydn Thomas,,
Kr8,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.213,8,01/07/2015,18/08/2015,48,Summer,1.838,Yes,1.854,1.588943356,0.14,None,Haydn Thomas,,
Kr9,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.197,8,01/07/2015,18/08/2015,48,Summer,1.842,Yes,1.839,1.592943356,0.13,None,Haydn Thomas,,
Kr10,Rooibos,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.256,8,01/07/2015,18/08/2015,48,Summer,1.883,Yes,1.894,1.633943356,0.14,None,Haydn Thomas,,
Kg1,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.053,8,01/07/2015,18/08/2015,48,Summer,1.372,Yes,1.736,1.123309356,0.35,None,Haydn Thomas,,
Kg2,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,1.957,8,01/07/2015,18/08/2015,48,Summer,1.224,Yes,1.643,0.975309356,0.41,None,Haydn Thomas,,
Kg3,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.128,8,01/07/2015,18/08/2015,48,Summer,1.347,Yes,1.808,1.098309356,0.39,None,Haydn Thomas,,
Kg4,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.048,8,01/07/2015,18/08/2015,48,Summer,1.235,Yes,1.731,0.986309356,0.43,None,Haydn Thomas,,
Kg5,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.087,8,01/07/2015,18/08/2015,48,Summer,1.252,Yes,1.768,1.003309356,0.43,None,Haydn Thomas,,
Kg6,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.091,8,01/07/2015,18/08/2015,48,Summer,1.307,Yes,1.772,1.058309356,0.40,None,Haydn Thomas,,
Kg7,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.096,8,01/07/2015,18/08/2015,48,Summer,1.326,Yes,1.777,1.077309356,0.39,None,Haydn Thomas,,
Kg8,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.117,8,01/07/2015,18/08/2015,48,Summer,1.344,Yes,1.797,1.095309356,0.39,None,Haydn Thomas,,
Kg9,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,2.109,8,01/07/2015,18/08/2015,48,Summer,1.352,Yes,1.790,1.103309356,0.38,None,Haydn Thomas,,
Kg10,Green,Kluane,Kluane Plateau,KP_Y1_3m,60.96195,-138.4127,1734,1.893,8,01/07/2015,18/08/2015,48,Summer,1.126,Yes,1.582,0.877309356,0.45,None,Haydn Thomas,,
9A1,Green,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.097,8,24/06/2016,13/08/2016,50,Summer,1.091,Yes,1.778,0.842309356,0.53,None,"Eleanor Walker, Haydn Thomas",,
S26,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1221,8,11/07/2016,12/08/2016,32,Summer,1.298,Yes,1.802,1.049309356,0.41777812,None,"Haydn Thomas, Isla Myers-Smith",49.3,
S27,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1716,8,11/07/2016,12/08/2016,32,Summer,1.384,Yes,1.850,1.135309356,0.38627606,None,"Haydn Thomas, Isla Myers-Smith",57.6,
S28,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.0441,8,11/07/2016,12/08/2016,32,Summer,1.222,Yes,1.727,0.973309356,0.43648552,None,"Haydn Thomas, Isla Myers-Smith",55.7,
S29,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1457,8,11/07/2016,12/08/2016,32,Summer,1.36,Yes,1.825,1.111309356,0.39104786,None,"Haydn Thomas, Isla Myers-Smith",56.9,
S30,Green,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.0376,8,11/07/2016,12/08/2016,32,Summer,1.314,Yes,1.721,1.065309356,0.38097945,None,"Haydn Thomas, Isla Myers-Smith",61.4,
S31,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9548,8,11/07/2016,12/08/2016,32,Summer,1.161,Yes,1.641,0.912309356,0.44415599,None,"Haydn Thomas, Isla Myers-Smith",21.9,
S32,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.0414,8,11/07/2016,12/08/2016,32,Summer,1.209,Yes,1.725,0.960309356,0.44317473,None,"Haydn Thomas, Isla Myers-Smith",40.7,
S33,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9751,8,11/07/2016,12/08/2016,32,Summer,1.117,Yes,1.661,0.868309356,0.47718461,None,"Haydn Thomas, Isla Myers-Smith",41.9,
S34,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,1.9539,8,11/07/2016,12/08/2016,32,Summer,1.109,Yes,1.640,0.860309356,0.47556146,None,"Haydn Thomas, Isla Myers-Smith",50.5,
S35,Green,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.0706,8,11/07/2016,12/08/2016,32,Summer,1.699,Yes,1.753,1.450309356,0.17253136,None,"Haydn Thomas, Isla Myers-Smith",48.6,
S36,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.0057,8,11/07/2016,12/08/2016,32,Summer,1.298,Yes,1.690,1.049309356,0.37920654,None,"Haydn Thomas, Isla Myers-Smith",46.1,
S37,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.0191,8,11/07/2016,12/08/2016,32,Summer,1.295,Yes,1.703,1.046309356,0.38566667,None,"Haydn Thomas, Isla Myers-Smith",33.2,
S38,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.1813,8,11/07/2016,12/08/2016,32,Summer,1.284,Yes,1.859,1.035309356,0.44314295,None,"Haydn Thomas, Isla Myers-Smith",39,
S39,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,1.933,8,11/07/2016,12/08/2016,32,Summer,1.228,Yes,1.620,0.979309356,0.39561218,None,"Haydn Thomas, Isla Myers-Smith",45.4,
S40,Green,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.1126,8,11/07/2016,12/08/2016,32,Summer,1.334,Yes,1.793,1.085309356,0.39473380,None,"Haydn Thomas, Isla Myers-Smith",42.8,
S41,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.1734,8,11/07/2016,12/08/2016,32,Summer,1.293,Yes,1.852,1.044309356,0.43599666,None,"Haydn Thomas, Isla Myers-Smith",29.9,
S42,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.8735,8,11/07/2016,12/08/2016,32,Summer,1.425,Yes,1.563,1.176309356,0.24744750,None,"Haydn Thomas, Isla Myers-Smith",27.5,
S43,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.1792,8,11/07/2016,12/08/2016,32,Summer,1.328,Yes,1.857,1.079309356,0.41884538,None,"Haydn Thomas, Isla Myers-Smith",21.9,
S44,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.9912,8,11/07/2016,12/08/2016,32,Summer,1.225,Yes,1.676,0.976309356,0.41758843,None,"Haydn Thomas, Isla Myers-Smith",28.3,
S45,Green,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,1.9441,8,11/07/2016,12/08/2016,32,Summer,1.281,Yes,1.631,1.032309356,0.36707398,None,"Haydn Thomas, Isla Myers-Smith",34.4,
S26,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.1869,8,11/07/2016,12/08/2016,32,Summer,1.694,Yes,1.829,1.444943356,0.21007410,None,"Haydn Thomas, Isla Myers-Smith",49.3,
S27,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2291,8,11/07/2016,12/08/2016,32,Summer,1.727,Yes,1.869,1.477943356,0.20925348,None,"Haydn Thomas, Isla Myers-Smith",57.6,
S28,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.333,8,11/07/2016,12/08/2016,32,Summer,1.834,Yes,1.967,1.584943356,0.19428391,None,"Haydn Thomas, Isla Myers-Smith",55.7,
S29,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2991,8,11/07/2016,12/08/2016,32,Summer,1.771,Yes,1.935,1.521943356,0.21351645,None,"Haydn Thomas, Isla Myers-Smith",56.9,
S30,Rooibos,QHI,QHI Site 1,QHI_1,69.57467,-138.89764,4,2.2122,8,11/07/2016,12/08/2016,32,Summer,1.875,Yes,1.853,1.625943356,0.12257986,None,"Haydn Thomas, Isla Myers-Smith",61.4,
S31,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2314,8,11/07/2016,12/08/2016,32,Summer,1.902,Yes,1.871,1.652943356,0.11664902,None,"Haydn Thomas, Isla Myers-Smith",21.9,
S32,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2202,8,11/07/2016,12/08/2016,32,Summer,1.876,Yes,1.861,1.626943356,0.12560347,None,"Haydn Thomas, Isla Myers-Smith",40.7,
S33,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.1887,8,11/07/2016,12/08/2016,32,Summer,1.858,Yes,1.831,1.608943356,0.12123435,None,"Haydn Thomas, Isla Myers-Smith",41.9,
S34,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2432,8,11/07/2016,12/08/2016,32,Summer,1.822,Yes,1.882,1.572943356,0.16437599,None,"Haydn Thomas, Isla Myers-Smith",50.5,
S35,Rooibos,QHI,QHI Site 2,QHI_2,69.5754,-138.9029,23,2.2356,8,11/07/2016,12/08/2016,32,Summer,2.082,Yes,1.875,1.832943356,0.02252604,None,"Haydn Thomas, Isla Myers-Smith",48.6,
S36,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2682,8,11/07/2016,12/08/2016,32,Summer,1.771,Yes,1.906,1.521943356,0.20148048,None,"Haydn Thomas, Isla Myers-Smith",46.1,
S37,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2492,8,11/07/2016,12/08/2016,32,Summer,1.834,Yes,1.888,1.584943356,0.16052682,None,"Haydn Thomas, Isla Myers-Smith",33.2,
S38,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2273,8,11/07/2016,12/08/2016,32,Summer,1.909,Yes,1.867,1.659943356,0.11106961,None,"Haydn Thomas, Isla Myers-Smith",39,
S39,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2952,8,11/07/2016,12/08/2016,32,Summer,1.966,Yes,1.931,1.716943356,0.11105660,None,"Haydn Thomas, Isla Myers-Smith",45.4,
S40,Rooibos,QHI,QHI Site 3,QHI_3,69.57638,-138.90722,43,2.2998,8,11/07/2016,12/08/2016,32,Summer,1.961,Yes,1.936,1.711943356,0.11563351,None,"Haydn Thomas, Isla Myers-Smith",42.8,
S41,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2347,8,11/07/2016,12/08/2016,32,Summer,1.927,Yes,1.874,1.677943356,0.10477902,None,"Haydn Thomas, Isla Myers-Smith",29.9,
S42,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2895,8,11/07/2016,12/08/2016,32,Summer,1.955,Yes,1.926,1.705943356,0.11428446,None,"Haydn Thomas, Isla Myers-Smith",27.5,
S43,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2833,8,11/07/2016,12/08/2016,32,Summer,1.866,Yes,1.920,1.616943356,0.15793406,None,"Haydn Thomas, Isla Myers-Smith",21.9,
S44,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.2101,8,11/07/2016,12/08/2016,32,Summer,1.814,Yes,1.851,1.564943356,0.15459341,None,"Haydn Thomas, Isla Myers-Smith",28.3,
S45,Rooibos,QHI,QHI Site 4,QHI_4,69.57754,-138.91147,53,2.231,8,11/07/2016,12/08/2016,32,Summer,1.855,No,1.871,1.73146,0.07450212,None,"Haydn Thomas, Isla Myers-Smith",34.4,
9A2,Green,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.016,8,24/06/2016,13/08/2016,50,Summer,1.044,Yes,1.700,0.795309356,0.53,None,"Eleanor Walker, Haydn Thomas",,
9A3,Green,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.063,8,24/06/2016,13/08/2016,50,Summer,1.185,Yes,1.745,0.936309356,0.46,None,"Eleanor Walker, Haydn Thomas",,
9A4,Green,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.086,8,24/06/2016,13/08/2016,50,Summer,1.047,Yes,1.768,0.798309356,0.55,None,"Eleanor Walker, Haydn Thomas",,
9A1,Rooibos,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.294,8,24/06/2016,13/08/2016,50,Summer,1.812,Yes,1.930,1.562943356,0.19,None,"Eleanor Walker, Haydn Thomas",,
9A2,Rooibos,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.229,8,24/06/2016,13/08/2016,50,Summer,NA,Yes,1.869,#VALUE!,NA,None,"Eleanor Walker, Haydn Thomas",,
9A3,Rooibos,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.255,8,24/06/2016,13/08/2016,50,Summer,1.824,Yes,1.893,1.574943356,0.17,None,"Eleanor Walker, Haydn Thomas",,
9A4,Rooibos,Kluane,Kluane Elevation Transect 9,9A,60.95791,-138.4175,1799,2.248,8,24/06/2016,13/08/2016,50,Summer,1.854,Yes,1.887,1.604943356,0.15,None,"Eleanor Walker, Haydn Thomas",,
10A2,Green,Kluane,Kluane Elevation Transect 10,10A,60.95241,-138.42418,1926,2.057,8,24/06/2016,13/08/2016,50,Summer,0.835,Yes,1.740,0.586309356,0.66,None,"Eleanor Walker, Haydn Thomas",,
10A3,Green,Kluane,Kluane Elevation Transect 10,10A,60.95241,-138.42418,1926,1.885,8,24/06/2016,13/08/2016,50,Summer,0.857,Yes,1.574,0.608309356,0.61,None,"Eleanor Walker, Haydn Thomas",,
10A4,Green,Kluane,Kluane Elevation Transect 10,10A,60.95241,-138.42418,1926,1.957,8,24/06/2016,13/08/2016,50,Summer,0.706,No,1.643,0.58284,0.65,None,"Eleanor Walker, Haydn Thomas",,
UM A G 1,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.0689,8,05/08/2015,22/07/2016,352,Year,0.8969,String,1.751,0.738816,0.58,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 2,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.0153,8,05/08/2015,22/07/2016,352,Year,0.8560,String,1.700,0.697916,0.59,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 3,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.1073,8,05/08/2015,22/07/2016,352,Year,0.7494,String,1.788,0.591316,0.67,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 4,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.0241,8,05/08/2015,22/07/2016,352,Year,0.8250,String,1.708,0.666916,0.61,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 5,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.1350,8,05/08/2015,22/07/2016,352,Year,0.7467,String,1.815,0.588616,0.68,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 6,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.1300,8,05/08/2015,22/07/2016,352,Year,0.8071,String,1.810,0.649016,0.64,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 7,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.1481,8,05/08/2015,22/07/2016,352,Year,0.9114,String,1.827,0.753316,0.59,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 8,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.0635,8,05/08/2015,22/07/2016,352,Year,0.7838,String,1.746,0.625716,0.64,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 9,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.1010,8,05/08/2015,22/07/2016,352,Year,0.9211,String,1.782,0.763016,0.57,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A G 10,Green,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.0874,8,05/08/2015,22/07/2016,352,Year,0.8307,String,1.769,0.672616,0.62,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A R 1,Rooibos,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.2007,8,05/08/2015,22/07/2016,352,Year,1.6115,String,1.842,1.453,0.21,None,"Sandra Angers-Blondin, Stephane Boudreau",,
UM A R 2,Rooibos,Umiujaq,Umiujaq A,UM_A,56.5374,-76.53164,34,2.2474,8,05/08/2015,22/07/2016,352,Year,1.7127,String,1.886,1.5542,0.18,None,"Sandra Angers-Blondin, Stephane Boudreau",,
