Litter ID,Species,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
H15SA(l)9,Salix arctica,Leaf,Herschel island,H,0.509,21/07/16,,,,,0,1,1,1
H15SA(l)10,Salix arctica,Leaf,Herschel island,H,0.498,21/07/16,,,,,0,1,1,1
H15SA(l)11,Salix arctica,Leaf,Herschel island,H,0.504,21/07/16,12/07/16,4.751,0.429,4.317,0.434,0.15,0.14,0.14
H15SA(l)12,Salix arctica,Leaf,Herschel island,H,0.513,21/07/16,12/07/16,4.658,0.422,4.222,0.436,0.18,0.15,0.16
H15SA(l)13,Salix arctica,Leaf,Herschel island,H,0.532,21/07/16,12/07/16,4.655,0.461,4.165,0.49,0.13,0.08,0.11
H15SA(l)14,Salix arctica,Leaf,Herschel island,H,0.509,21/07/16,12/07/16,4.582,0.369,4.195,0.387,0.28,0.24,0.26
H15SA(l)15,Salix arctica,Leaf,Herschel island,H,0.521,21/07/16,12/07/16,4.582,0.401,4.154,0.428,0.23,0.18,0.2
H15SA(l)16,Salix arctica,Leaf,Herschel island,H,0.507,21/07/16,12/07/16,4.683,0.429,4.233,0.45,0.15,0.11,0.13
H15SA(l)17,Salix arctica,Leaf,Herschel island,H,0.492,21/07/16,12/07/16,4.579,0.389,4.179,0.4,0.21,0.19,0.2
H15SA(l)18,Salix arctica,Leaf,Herschel island,H,0.493,21/07/16,12/07/16,4.495,0.358,4.119,0.376,0.27,0.24,0.26
H15SA(l)19,Salix arctica,Leaf,Herschel island,H,0.497,21/07/16,12/07/16,4.572,0.368,4.204,0.368,0.26,0.26,0.26
H15SA(l)20,Salix arctica,Leaf,Herschel island,H,0.536,21/07/16,12/07/16,3.58,0.424,3.142,0.438,0.21,0.18,0.2
H15AA(f)1,Alopecurus alpinus,Flower,Herschel island,H,0.539,21/07/16,,,,,0,1,1,1
H15AA(f)2,Alopecurus alpinus,Flower,Herschel island,H,0.488,21/07/16,,,,,0,1,1,1
H15AA(f)3,Alopecurus alpinus,Flower,Herschel island,H,0.496,21/07/16,,,,,0,1,1,1
H15AA(f)4,Alopecurus alpinus,Flower,Herschel island,H,0.495,21/07/16,,,,,0,1,1,1
H15AA(f)5,Alopecurus alpinus,Flower,Herschel island,H,0.535,21/07/16,,,,,0,1,1,1
H15AA(f)6,Alopecurus alpinus,Flower,Herschel island,H,0.488,21/07/16,,,,,0,1,1,1
H15AA(f)7,Alopecurus alpinus,Flower,Herschel island,H,0.538,21/07/16,,,,,0,1,1,1
H15AA(f)8,Alopecurus alpinus,Flower,Herschel island,H,0.536,21/07/16,,,,,0,1,1,1
H15AA(f)9,Alopecurus alpinus,Flower,Herschel island,H,0.506,21/07/16,,,,,0,1,1,1
H15AA(f)10,Alopecurus alpinus,Flower,Herschel island,H,0.472,21/07/16,,,,,0,1,1,1
H15AA(f)11,Alopecurus alpinus,Flower,Herschel island,H,0.506,21/07/16,12/07/16,4.636,0.305,4.293,0.343,0.4,0.32,0.36
H15AA(f)12,Alopecurus alpinus,Flower,Herschel island,H,0.502,21/07/16,12/07/16,4.522,0.269,4.22,0.302,0.46,0.4,0.43
H15AA(f)13,Alopecurus alpinus,Flower,Herschel island,H,0.538,21/07/16,12/07/16,4.515,0.346,4.133,0.382,0.36,0.29,0.32
H15AA(f)14,Alopecurus alpinus,Flower,Herschel island,H,0.499,21/07/16,12/07/16,4.504,0.303,4.171,0.333,0.39,0.33,0.36
H15AA(f)15,Alopecurus alpinus,Flower,Herschel island,H,0.536,21/07/16,12/07/16,4.528,0.33,4.194,0.334,0.38,0.38,0.38
H15AA(f)16,Alopecurus alpinus,Flower,Herschel island,H,0.51,21/07/16,12/07/16,4.646,0.351,4.288,0.358,0.31,0.3,0.3
H15AA(f)17,Alopecurus alpinus,Flower,Herschel island,H,0.5,21/07/16,12/07/16,4.364,0.333,3.985,0.379,0.33,0.24,0.29
H15AA(f)18,Alopecurus alpinus,Flower,Herschel island,H,0.499,21/07/16,12/07/16,4.686,0.367,4.302,0.384,0.26,0.23,0.25
H15AA(f)19,Alopecurus alpinus,Flower,Herschel island,H,0.548,21/07/16,12/07/16,5,0.328,4.315,0.377,0.4,0.31,0.36
H15AA(f)20,Alopecurus alpinus,Flower,Herschel island,H,0.509,21/07/16,12/07/16,4.569,0.345,4.192,0.377,0.32,0.26,0.29
H15EA(f)1,Eriophorum angustifolium,Flower,Herschel island,H,0.5,21/07/16,,,,,0,1,1,1
H15EA(f)2,Eriophorum angustifolium,Flower,Herschel island,H,0.486,21/07/16,,,,,0,1,1,1
H15EA(f)3,Eriophorum angustifolium,Flower,Herschel island,H,0.498,21/07/16,,,,,0,1,1,1
H15EA(f)4,Eriophorum angustifolium,Flower,Herschel island,H,0.508,21/07/16,,,,,0,1,1,1
H15EA(f)5,Eriophorum angustifolium,Flower,Herschel island,H,0.521,21/07/16,,,,,0,1,1,1
H15EA(f)6,Eriophorum angustifolium,Flower,Herschel island,H,0.485,21/07/16,,,,,0,1,1,1
H15EA(f)7,Eriophorum angustifolium,Flower,Herschel island,H,0.495,21/07/16,,,,,0,1,1,1
H15EA(f)8,Eriophorum angustifolium,Flower,Herschel island,H,0.534,21/07/16,,,,,0,1,1,1
H15EA(f)9,Eriophorum angustifolium,Flower,Herschel island,H,0.487,21/07/16,,,,,0,1,1,1
H15EA(f)10,Eriophorum angustifolium,Flower,Herschel island,H,0.496,21/07/16,,,,,0,1,1,1
H15EA(f)11,Eriophorum angustifolium,Flower,Herschel island,H,0.484,21/07/16,12/07/16,4.445,0.358,4.064,0.381,0.26,0.21,0.24
H15EA(f)12,Eriophorum angustifolium,Flower,Herschel island,H,0.5,21/07/16,12/07/16,4.489,0.369,4.096,0.393,0.26,0.21,0.24
H15EA(f)13,Eriophorum angustifolium,Flower,Herschel island,H,0.474,21/07/16,12/07/16,4.375,0.349,3.999,0.376,0.26,0.21,0.24
H15EA(f)14,Eriophorum angustifolium,Flower,Herschel island,H,0.509,21/07/16,12/07/16,4.435,0.367,4.067,0.368,0.28,0.28,0.28
H15EA(f)15,Eriophorum angustifolium,Flower,Herschel island,H,0.504,21/07/16,12/07/16,4.497,0.384,4.082,0.415,0.24,0.18,0.21
H15EA(f)16,Eriophorum angustifolium,Flower,Herschel island,H,0.531,21/07/16,12/07/16,4.666,0.396,4.258,0.408,0.25,0.23,0.24
H15EA(f)17,Eriophorum angustifolium,Flower,Herschel island,H,0.495,21/07/16,12/07/16,4.629,0.364,4.245,0.384,0.26,0.22,0.24
H15EA(f)18,Eriophorum angustifolium,Flower,Herschel island,H,0.498,21/07/16,12/07/16,4.848,0.356,4.471,0.377,0.29,0.24,0.26
H15EA(f)19,Eriophorum angustifolium,Flower,Herschel island,H,0.498,21/07/16,12/07/16,4.74,0.345,4.377,0.363,0.31,0.27,0.29
H15EA(f)20,Eriophorum angustifolium,Flower,Herschel island,H,0.504,21/07/16,12/07/16,4.622,0.338,4.266,0.356,0.33,0.29,0.31
H15AL(l)1,Actagrostis latifolia,Leaf,Herschel island,H,0.523,21/07/16,,,,,0,1,1,1
H15AL(l)2,Actagrostis latifolia,Leaf,Herschel island,H,0.473,21/07/16,,,,,0,1,1,1
H15AL(l)3,Actagrostis latifolia,Leaf,Herschel island,H,0.54,21/07/16,,,,,0,1,1,1
H15AL(l)4,Actagrostis latifolia,Leaf,Herschel island,H,0.547,21/07/16,,,,,0,1,1,1
H15AL(l)5,Actagrostis latifolia,Leaf,Herschel island,H,0.484,21/07/16,,,,,0,1,1,1
H15AL(l)6,Actagrostis latifolia,Leaf,Herschel island,H,0.535,21/07/16,,,,,0,1,1,1
H15AL(l)7,Actagrostis latifolia,Leaf,Herschel island,H,0.52,21/07/16,,,,,0,1,1,1
H15AL(l)8,Actagrostis latifolia,Leaf,Herschel island,H,0.503,21/07/16,,,,,0,1,1,1
H15AL(l)9,Actagrostis latifolia,Leaf,Herschel island,H,0.495,21/07/16,,,,,0,1,1,1
H15AL(l)10,Actagrostis latifolia,Leaf,Herschel island,H,0.517,21/07/16,,,,,0,1,1,1
H15AL(l)11,Actagrostis latifolia,Leaf,Herschel island,H,0.517,21/07/16,12/07/16,4.607,0.282,4.274,0.333,0.45,0.36,0.41
H15AL(l)12,Actagrostis latifolia,Leaf,Herschel island,H,0.542,21/07/16,12/07/16,4.727,0.32,4.357,0.37,0.41,0.32,0.36
H15AL(l)13,Actagrostis latifolia,Leaf,Herschel island,H,0.495,21/07/16,12/07/16,4.541,0.255,4.258,0.283,0.48,0.43,0.46
H15AL(l)14,Actagrostis latifolia,Leaf,Herschel island,H,0.515,21/07/16,12/07/16,4.409,0.242,4.128,0.281,0.53,0.45,0.49
H15AL(l)15,Actagrostis latifolia,Leaf,Herschel island,H,0.483,21/07/16,12/07/16,4.496,0.273,4.202,0.294,0.43,0.39,0.41
H15AL(l)16,Actagrostis latifolia,Leaf,Herschel island,H,0.479,21/07/16,12/07/16,4.688,0.3,4.35,0.338,0.37,0.29,0.33
H15AL(l)17,Actagrostis latifolia,Leaf,Herschel island,H,0.48,21/07/16,12/07/16,4.635,0.279,4.321,0.314,0.42,0.35,0.38
H15AL(l)18,Actagrostis latifolia,Leaf,Herschel island,H,0.513,21/07/16,12/07/16,4.521,0.293,4.2,0.321,0.43,0.37,0.4
H15AL(l)19,Actagrostis latifolia,Leaf,Herschel island,H,0.515,21/07/16,12/07/16,4.459,0.24,4.197,0.262,0.53,0.49,0.51
H15AL(l)20,Actagrostis latifolia,Leaf,Herschel island,H,0.508,21/07/16,12/07/16,4.666,0.234,4.413,0.253,0.54,0.5,0.52
H15AL(f)1,Actagrostis latifolia,Flower,Herschel island,H,0.517,21/07/16,,,,,0,1,1,1
H15AL(f)2,Actagrostis latifolia,Flower,Herschel island,H,0.455,21/07/16,,,,,0,1,1,1
H15AL(f)3,Actagrostis latifolia,Flower,Herschel island,H,0.479,21/07/16,,,,,0,1,1,1
H15AL(f)4,Actagrostis latifolia,Flower,Herschel island,H,0.531,21/07/16,,,,,0,1,1,1
H15AL(f)5,Actagrostis latifolia,Flower,Herschel island,H,0.506,21/07/16,,,,,0,1,1,1
H15AL(f)6,Actagrostis latifolia,Flower,Herschel island,H,0.494,21/07/16,,,,,0,1,1,1
H15AL(f)7,Actagrostis latifolia,Flower,Herschel island,H,0.515,21/07/16,,,,,0,1,1,1
H15AL(f)8,Actagrostis latifolia,Flower,Herschel island,H,0.5,21/07/16,,,,,0,1,1,1
H15AL(f)9,Actagrostis latifolia,Flower,Herschel island,H,0.543,21/07/16,,,,,0,1,1,1
H15AL(f)10,Actagrostis latifolia,Flower,Herschel island,H,0.527,21/07/16,,,,,0,1,1,1
H15AL(f)11,Actagrostis latifolia,Flower,Herschel island,H,0.544,21/07/16,12/07/16,4.784,0.368,4.399,0.385,0.32,0.29,0.31
H15AL(f)12,Actagrostis latifolia,Flower,Herschel island,H,0.539,21/07/16,12/07/16,4.693,0.3,4.377,0.316,0.44,0.41,0.43
H15AL(f)13,Actagrostis latifolia,Flower,Herschel island,H,0.526,21/07/16,12/07/16,4.395,0.271,4.08,0.315,0.48,0.4,0.44
H15AL(f)14,Actagrostis latifolia,Flower,Herschel island,H,0.53,21/07/16,12/07/16,4.403,0.304,4.057,0.346,0.43,0.35,0.39
H15AL(f)15,Actagrostis latifolia,Flower,Herschel island,H,0.509,21/07/16,12/07/16,4.533,0.288,4.259,0.274,0.43,0.46,0.45
H15AL(f)16,Actagrostis latifolia,Flower,Herschel island,H,0.549,21/07/16,12/07/16,4.519,0.292,4.209,0.31,0.47,0.44,0.45
H15AL(f)17,Actagrostis latifolia,Flower,Herschel island,H,0.52,21/07/16,12/07/16,4.64,0.275,4.337,0.303,0.47,0.42,0.44
H15AL(f)18,Actagrostis latifolia,Flower,Herschel island,H,0.484,21/07/16,12/07/16,4.766,0.284,4.428,0.338,0.41,0.3,0.36
H15AL(f)19,Actagrostis latifolia,Flower,Herschel island,H,0.503,21/07/16,12/07/16,4.586,0.282,4.25,0.336,0.44,0.33,0.39
H15AL(f)20,Actagrostis latifolia,Flower,Herschel island,H,0.504,21/07/16,12/07/16,4.474,0.276,4.187,0.287,0.45,0.43,0.44
H15DI(l)1,Dryas integrifolia,Leaf,Herschel island,H,5.29,21/07/16,,,,,0,1,1,1
H15DI(l)2,Dryas integrifolia,Leaf,Herschel island,H,0.516,21/07/16,,,,,0,1,1,1
H15DI(l)3,Dryas integrifolia,Leaf,Herschel island,H,0.51,21/07/16,,,,,0,1,1,1
H15DI(l)4,Dryas integrifolia,Leaf,Herschel island,H,0.506,21/07/16,,,,,0,1,1,1
H15DI(l)5,Dryas integrifolia,Leaf,Herschel island,H,0.468,21/07/16,,,,,0,1,1,1
H15DI(l)6,Dryas integrifolia,Leaf,Herschel island,H,0.528,21/07/16,,,,,0,1,1,1
H15DI(l)7,Dryas integrifolia,Leaf,Herschel island,H,0.487,21/07/16,,,,,0,1,1,1
H15DI(l)8,Dryas integrifolia,Leaf,Herschel island,H,0.524,21/07/16,,,,,0,1,1,1
H15DI(l)9,Dryas integrifolia,Leaf,Herschel island,H,0.493,21/07/16,,,,,0,1,1,1
H15DI(l)10,Dryas integrifolia,Leaf,Herschel island,H,0.474,21/07/16,,,,,0,1,1,1
H15DI(l)11,Dryas integrifolia,Leaf,Herschel island,H,0.511,21/07/16,12/07/16,3.577,0.411,3.149,0.428,0.2,0.16,0.18
H15DI(l)12,Dryas integrifolia,Leaf,Herschel island,H,0.522,21/07/16,12/07/16,3.554,0.402,3.125,0.429,0.23,0.18,0.2
H15DI(l)13,Dryas integrifolia,Leaf,Herschel island,H,0.489,21/07/16,12/07/16,3.501,0.356,3.124,0.377,0.27,0.23,0.25
H15DI(l)14,Dryas integrifolia,Leaf,Herschel island,H,0.476,21/07/16,12/07/16,3.46,0.339,3.098,0.362,0.29,0.24,0.26
H15DI(l)15,Dryas integrifolia,Leaf,Herschel island,H,0.475,21/07/16,12/07/16,3.571,0.365,3.184,0.387,0.23,0.19,0.21
H15DI(l)16,Dryas integrifolia,Leaf,Herschel island,H,0.533,21/07/16,12/07/16,3.602,0.356,3.183,0.419,0.33,0.21,0.27
H15DI(l)17,Dryas integrifolia,Leaf,Herschel island,H,0.487,21/07/16,12/07/16,3.523,0.35,3.236,0.287,0.28,0.41,0.35
H15DI(l)18,Dryas integrifolia,Leaf,Herschel island,H,0.515,21/07/16,12/07/16,3.559,0.393,3.14,0.419,0.24,0.19,0.21
H15DI(l)19,Dryas integrifolia,Leaf,Herschel island,H,0.492,21/07/16,12/07/16,3.628,0.372,3.129,0.499,0.24,-0.01,0.11
H15DI(l)20,Dryas integrifolia,Leaf,Herschel island,H,0.5,21/07/16,12/07/16,3.548,0.34,3.156,0.392,0.32,0.22,0.27
H15DI(f)1,Dryas integrifolia,Flower,Herschel island,H,0.467,21/07/16,,,,,0,1,1,1
H15DI(f)2,Dryas integrifolia,Flower,Herschel island,H,0.545,21/07/16,,,,,0,1,1,1
H15DI(f)3,Dryas integrifolia,Flower,Herschel island,H,0.508,21/07/16,,,,,0,1,1,1
H15DI(f)4,Dryas integrifolia,Flower,Herschel island,H,0.487,21/07/16,,,,,0,1,1,1
H15DI(f)5,Dryas integrifolia,Flower,Herschel island,H,0.484,21/07/16,,,,,0,1,1,1
H15DI(f)6,Dryas integrifolia,Flower,Herschel island,H,0.472,21/07/16,,,,,0,1,1,1
H15DI(f)7,Dryas integrifolia,Flower,Herschel island,H,0.48,21/07/16,,,,,0,1,1,1
H15DI(f)8,Dryas integrifolia,Flower,Herschel island,H,0.484,21/07/16,,,,,0,1,1,1
H15DI(f)9,Dryas integrifolia,Flower,Herschel island,H,0.513,21/07/16,,,,,0,1,1,1
H15DI(f)10,Dryas integrifolia,Flower,Herschel island,H,0.464,21/07/16,,,,,0,1,1,1
H15DI(f)11,Dryas integrifolia,Flower,Herschel island,H,0.465,21/07/16,12/07/16,4.635,0.353,4.264,0.371,0.24,0.2,0.22
H15DI(f)12,Dryas integrifolia,Flower,Herschel island,H,0.537,21/07/16,12/07/16,4.693,0.411,4.269,0.424,0.23,0.21,0.22
H15DI(f)13,Dryas integrifolia,Flower,Herschel island,H,0.505,21/07/16,12/07/16,4.717,0.391,4.301,0.416,0.23,0.18,0.2
H15DI(f)14,Dryas integrifolia,Flower,Herschel island,H,0.501,21/07/16,12/07/16,4.723,0.368,4.333,0.39,0.27,0.22,0.24
H15DI(f)15,Dryas integrifolia,Flower,Herschel island,H,0.491,21/07/16,12/07/16,4.781,0.372,4.386,0.395,0.24,0.2,0.22
H15DI(f)16,Dryas integrifolia,Flower,Herschel island,H,0.518,21/07/16,12/07/16,4.595,0.354,4.216,0.379,0.32,0.27,0.29
H15DI(f)17,Dryas integrifolia,Flower,Herschel island,H,0.498,21/07/16,12/07/16,4.676,0.337,4.303,0.373,0.32,0.25,0.29
H15DI(f)18,Dryas integrifolia,Flower,Herschel island,H,0.479,21/07/16,12/07/16,4.709,0.355,4.309,0.4,0.26,0.16,0.21
H15DI(f)19,Dryas integrifolia,Flower,Herschel island,H,0.52,21/07/16,12/07/16,4.765,0.398,4.325,0.44,0.23,0.15,0.19
H15DI(f)20,Dryas integrifolia,Flower,Herschel island,H,0.496,21/07/16,12/07/16,4.682,0.34,4.312,0.37,0.31,0.25,0.28
H15BN(l)1,Betula nana,Leaf,Herschel island,H,0.485,21/07/16,,,,,0,1,1,1
H15BN(l)2,Betula nana,Leaf,Herschel island,H,0.498,21/07/16,,,,,0,1,1,1
H15BN(l)3,Betula nana,Leaf,Herschel island,H,0.481,21/07/16,,,,,0,1,1,1
H15BN(l)4,Betula nana,Leaf,Herschel island,H,0.486,21/07/16,,,,,0,1,1,1
H15BN(l)5,Betula nana,Leaf,Herschel island,H,0.512,21/07/16,,,,,0,1,1,1
H15BN(l)6,Betula nana,Leaf,Herschel island,H,0.505,21/07/16,,,,,0,1,1,1
H15BN(l)7,Betula nana,Leaf,Herschel island,H,0.501,21/07/16,,,,,0,1,1,1
H15BN(l)8,Betula nana,Leaf,Herschel island,H,0.506,21/07/16,,,,,0,1,1,1
H15BN(l)9,Betula nana,Leaf,Herschel island,H,0.504,21/07/16,,,,,0,1,1,1
H15BN(l)10,Betula nana,Leaf,Herschel island,H,0.476,21/07/16,,,,,0,1,1,1
H15BN(l)11,Betula nana,Leaf,Herschel island,H,0.494,21/07/16,12/07/16,3.791,0.324,3.447,0.344,0.34,0.3,0.32
H15BN(l)12,Betula nana,Leaf,Herschel island,H,0.525,21/07/16,12/07/16,3.737,0.271,3.437,0.3,0.48,0.43,0.46
H15BN(l)13,Betula nana,Leaf,Herschel island,H,0.499,21/07/16,12/07/16,4.555,0.301,4.227,0.328,0.4,0.34,0.37
H15BN(l)14,Betula nana,Leaf,Herschel island,H,0.516,21/07/16,12/07/16,3.135,0.301,2.816,0.319,0.42,0.38,0.4
H15BN(l)15,Betula nana,Leaf,Herschel island,H,0.465,21/07/16,12/07/16,3.927,0.285,3.611,0.316,0.39,0.32,0.35
H15BN(l)16,Betula nana,Leaf,Herschel island,H,0.496,21/07/16,12/07/16,3.091,0.254,2.821,0.27,0.49,0.46,0.47
H15BN(l)17,Betula nana,Leaf,Herschel island,H,0.474,21/07/16,12/07/16,5.496,0.277,5.175,0.321,0.42,0.32,0.37
H15BN(l)18,Betula nana,Leaf,Herschel island,H,0.531,21/07/16,12/07/16,3.339,0.327,2.959,0.38,0.38,0.28,0.33
H15BN(l)19,Betula nana,Leaf,Herschel island,H,0.495,21/07/16,12/07/16,4.474,0.292,4.17,0.304,0.41,0.39,0.4
H15BN(l)20,Betula nana,Leaf,Herschel island,H,0.515,21/07/16,12/07/16,4.574,0.306,4.269,0.305,0.41,0.41,0.41
H15LA(l)1,Lupinus arcticus,Leaf,Herschel island,H,0.54,21/07/16,,,,,0,1,1,1
H15LA(l)2,Lupinus arcticus,Leaf,Herschel island,H,0.524,21/07/16,,,,,0,1,1,1
H15LA(l)3,Lupinus arcticus,Leaf,Herschel island,H,0.513,21/07/16,,,,,0,1,1,1
H15LA(l)4,Lupinus arcticus,Leaf,Herschel island,H,0.526,21/07/16,,,,,0,1,1,1
H15LA(l)5,Lupinus arcticus,Leaf,Herschel island,H,0.511,21/07/16,,,,,0,1,1,1
H15LA(l)6,Lupinus arcticus,Leaf,Herschel island,H,0.496,21/07/16,,,,,0,1,1,1
H15LA(l)7,Lupinus arcticus,Leaf,Herschel island,H,0.496,21/07/16,,,,,0,1,1,1
H15LA(l)8,Lupinus arcticus,Leaf,Herschel island,H,0.472,21/07/16,,,,,0,1,1,1
H15LA(l)9,Lupinus arcticus,Leaf,Herschel island,H,0.544,21/07/16,,,,,0,1,1,1
H15LA(l)10,Lupinus arcticus,Leaf,Herschel island,H,0.492,21/07/16,,,,,0,1,1,1
H15LA(l)11,Lupinus arcticus,Leaf,Herschel island,H,0.486,21/07/16,12/07/16,4.497,0.225,4.242,0.255,0.54,0.48,0.51
H15LA(l)12,Lupinus arcticus,Leaf,Herschel island,H,0.512,21/07/16,12/07/16,4.469,0.188,4.268,0.201,0.63,0.61,0.62
H15LA(l)13,Lupinus arcticus,Leaf,Herschel island,H,0.487,21/07/16,12/07/16,4.429,0.121,4.154,0.275,0.75,0.44,0.59
H15LA(l)14,Lupinus arcticus,Leaf,Herschel island,H,0.486,21/07/16,12/07/16,4.382,0.165,4.205,0.177,0.66,0.64,0.65
H15LA(l)15,Lupinus arcticus,Leaf,Herschel island,H,0.548,21/07/16,12/07/16,4.414,0.214,4.182,0.232,0.61,0.58,0.59
H15LA(l)16,Lupinus arcticus,Leaf,Herschel island,H,0.542,21/07/16,12/07/16,4.322,0.136,4.157,0.165,0.75,0.7,0.72
H15LA(l)17,Lupinus arcticus,Leaf,Herschel island,H,0.495,21/07/16,12/07/16,4.426,0.155,4.231,0.195,0.69,0.61,0.65
H15LA(l)18,Lupinus arcticus,Leaf,Herschel island,H,0.504,21/07/16,12/07/16,4.429,0.201,4.198,0.231,0.6,0.54,0.57
H15LA(l)19,Lupinus arcticus,Leaf,Herschel island,H,0.538,21/07/16,12/07/16,4.453,0.267,4.161,0.292,0.5,0.46,0.48
H15LA(l)20,Lupinus arcticus,Leaf,Herschel island,H,0.523,21/07/16,12/07/16,4.588,0.28,4.29,0.298,0.46,0.43,0.45
H15SL1,Stellaria longipes,Leaf,Herschel island,H,0.505,21/07/16,,,,,0,1,1,1
H15SL2,Stellaria longipes,Leaf,Herschel island,H,0.529,21/07/16,,,,,0,1,1,1
H15SL3,Stellaria longipes,Leaf,Herschel island,H,0.513,21/07/16,,,,,0,1,1,1
H15SL4,Stellaria longipes,Leaf,Herschel island,H,0.474,21/07/16,,,,,0,1,1,1
H15SL5,Stellaria longipes,Leaf,Herschel island,H,0.549,21/07/16,,,,,0,1,1,1
H15SL6,Stellaria longipes,Leaf,Herschel island,H,0.513,21/07/16,,,,,0,1,1,1
H15SL7,Stellaria longipes,Leaf,Herschel island,H,0.486,21/07/16,,,,,0,1,1,1
H15SL8,Stellaria longipes,Leaf,Herschel island,H,0.492,21/07/16,,,,,0,1,1,1
H15SL9,Stellaria longipes,Leaf,Herschel island,H,0.477,21/07/16,,,,,0,1,1,1
H15SL10,Stellaria longipes,Leaf,Herschel island,H,0.49,21/07/16,,,,,0,1,1,1
H15SL11,Stellaria longipes,Leaf,Herschel island,H,0.521,21/07/16,12/07/16,4.505,0.294,4.171,0.334,0.44,0.36,0.4
H15SL12,Stellaria longipes,Leaf,Herschel island,H,0.49,21/07/16,12/07/16,3.542,0.252,3.286,0.256,0.49,0.48,0.48
H15SL13,Stellaria longipes,Leaf,Herschel island,H,0.495,21/07/16,12/07/16,3.459,0.24,3.199,0.26,0.52,0.47,0.49
H15SL14,Stellaria longipes,Leaf,Herschel island,H,0.483,21/07/16,12/07/16,4.484,0.189,4.245,0.239,0.61,0.51,0.56
H15SL15,Stellaria longipes,Leaf,Herschel island,H,0.492,21/07/16,12/07/16,4.104,0.242,3.851,0.253,0.51,0.49,0.5
H15SL16,Stellaria longipes,Leaf,Herschel island,H,0.527,21/07/16,12/07/16,4.835,0.235,4.554,0.281,0.55,0.47,0.51
H15SL17,Stellaria longipes,Leaf,Herschel island,H,0.517,21/07/16,12/07/16,4.623,0.314,4.199,0.424,0.39,0.18,0.29
H15SL18,Stellaria longipes,Leaf,Herschel island,H,0.512,21/07/16,12/07/16,4.041,0.247,3.736,0.305,0.52,0.4,0.46
H15SL19,Stellaria longipes,Leaf,Herschel island,H,0.486,21/07/16,12/07/16,3.884,0.267,3.528,0.356,0.45,0.27,0.36
H15SL20,Stellaria longipes,Leaf,Herschel island,H,0.537,21/07/16,12/07/16,3.78,0.248,3.486,0.294,0.54,0.45,0.5
H15PA1,Poa arctica,Leaf,Herschel island,H,0.463,21/07/16,,,,,0,1,1,1
H15PA2,Poa arctica,Leaf,Herschel island,H,0.5,21/07/16,,,,,0,1,1,1
H15PA3,Poa arctica,Leaf,Herschel island,H,0.529,21/07/16,,,,,0,1,1,1
H15PA4,Poa arctica,Leaf,Herschel island,H,0.536,21/07/16,,,,,0,1,1,1
H15PA5,Poa arctica,Leaf,Herschel island,H,0.488,21/07/16,,,,,0,1,1,1
H15PA6,Poa arctica,Leaf,Herschel island,H,0.49,21/07/16,,,,,0,1,1,1
H15PA7,Poa arctica,Leaf,Herschel island,H,0.531,21/07/16,,,,,0,1,1,1
H15PA8,Poa arctica,Leaf,Herschel island,H,0.498,21/07/16,,,,,0,1,1,1
H15PA9,Poa arctica,Leaf,Herschel island,H,0.541,21/07/16,,,,,0,1,1,1
H15PA10,Poa arctica,Leaf,Herschel island,H,0.527,21/07/16,,,,,0,1,1,1
H15PA11,Poa arctica,Leaf,Herschel island,H,0.537,21/07/16,12/07/16,4.769,0.381,4.375,0.394,0.29,0.27,0.28
H15PA12,Poa arctica,Leaf,Herschel island,H,0.511,21/07/16,12/07/16,4.016,0.358,3.651,0.365,0.3,0.29,0.29
H15PA13,Poa arctica,Leaf,Herschel island,H,0.531,21/07/16,12/07/16,4.203,0.353,3.837,0.366,0.34,0.31,0.32
H15PA14,Poa arctica,Leaf,Herschel island,H,0.522,21/07/16,12/07/16,4.835,0.331,4.467,0.368,0.37,0.3,0.33
H15PA15,Poa arctica,Leaf,Herschel island,H,0.522,21/07/16,12/07/16,4.056,0.323,3.708,0.348,0.38,0.33,0.36
H15PA16,Poa arctica,Leaf,Herschel island,H,0.471,21/07/16,12/07/16,4.216,0.289,3.922,0.294,0.39,0.38,0.38
H15PA17,Poa arctica,Leaf,Herschel island,H,0.521,21/07/16,12/07/16,4.237,0.274,3.927,0.31,0.47,0.4,0.44
H15PA18,Poa arctica,Leaf,Herschel island,H,0.51,21/07/16,12/07/16,3.933,0.317,3.586,0.347,0.38,0.32,0.35
H15PA19,Poa arctica,Leaf,Herschel island,H,0.512,21/07/16,12/07/16,4.072,0.3,3.753,0.319,0.41,0.38,0.4
H15PA20,Poa arctica,Leaf,Herschel island,H,0.517,21/07/16,12/07/16,4.791,0.271,4.488,0.303,0.48,0.41,0.44
H15EV(l)1,Eriophorum vaginatum,Leaf,Herschel island,H,0.544,21/07/16,,,,,0,1,1,1
H15EV(l)2,Eriophorum vaginatum,Leaf,Herschel island,H,0.509,21/07/16,,,,,0,1,1,1
H15EV(l)3,Eriophorum vaginatum,Leaf,Herschel island,H,0.541,21/07/16,,,,,0,1,1,1
H15EV(l)4,Eriophorum vaginatum,Leaf,Herschel island,H,0.489,21/07/16,,,,,0,1,1,1
H15EV(l)5,Eriophorum vaginatum,Leaf,Herschel island,H,0.5,21/07/16,,,,,0,1,1,1
H15EV(l)6,Eriophorum vaginatum,Leaf,Herschel island,H,0.459,21/07/16,,,,,0,1,1,1
