Litter ID,Species,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
K15CC1,Cetraria cucculata,Leaf,Pika camp,K,0.53,21/07/16,,,,,0,1,1,1
K15CC2,Cetraria cucculata,Leaf,Pika camp,K,0.509,21/07/16,,,,,0,1,1,1
K15CC3,Cetraria cucculata,Leaf,Pika camp,K,0.532,21/07/16,,,,,0,1,1,1
K15CC4,Cetraria cucculata,Leaf,Pika camp,K,0.518,21/07/16,,,,,0,1,1,1
K15CC5,Cetraria cucculata,Leaf,Pika camp,K,0.5,21/07/16,,,,,0,1,1,1
K15CC6,Cetraria cucculata,Leaf,Pika camp,K,0.538,21/07/16,,,,,0,1,1,1
K15CC7,Cetraria cucculata,Leaf,Pika camp,K,0.535,21/07/16,,,,,0,1,1,1
K15CC8,Cetraria cucculata,Leaf,Pika camp,K,0.51,21/07/16,,,,,0,1,1,1
K15CC9,Cetraria cucculata,Leaf,Pika camp,K,0.493,21/07/16,,,,,0,1,1,1
K15CC10,Cetraria cucculata,Leaf,Pika camp,K,0.51,21/07/16,,,,,0,1,1,1
K15CC11,Cetraria cucculata,Leaf,Pika camp,K,0.52,21/07/16,12/07/16,4.647,0.323,4.289,0.358,0.38,0.31,0.35
K15CC12,Cetraria cucculata,Leaf,Pika camp,K,0.498,21/07/16,12/07/16,4.397,0.321,4.048,0.349,0.36,0.3,0.33
K15CC13,Cetraria cucculata,Leaf,Pika camp,K,0.497,21/07/16,12/07/16,4.393,0.262,4.096,0.297,0.47,0.4,0.44
K15CC14,Cetraria cucculata,Leaf,Pika camp,K,0.512,21/07/16,12/07/16,4.533,0.261,4.251,0.282,0.49,0.45,0.47
K15CC15,Cetraria cucculata,Leaf,Pika camp,K,0.502,21/07/16,12/07/16,4.714,0.333,4.34,0.374,0.34,0.25,0.3
K15CC16,Cetraria cucculata,Leaf,Pika camp,K,0.52,21/07/16,12/07/16,4.667,0.368,4.273,0.394,0.29,0.24,0.27
K15CC17,Cetraria cucculata,Leaf,Pika camp,K,0.5,21/07/16,12/07/16,4.654,0.341,4.306,0.348,0.32,0.3,0.31
K15CC18,Cetraria cucculata,Leaf,Pika camp,K,0.518,21/07/16,12/07/16,4.479,0.186,4.28,0.199,0.64,0.62,0.63
K15CC19,Cetraria cucculata,Leaf,Pika camp,K,0.497,21/07/16,12/07/16,4.303,0.209,4.083,0.22,0.58,0.56,0.57
K15CC20,Cetraria cucculata,Leaf,Pika camp,K,0.524,21/07/16,12/07/16,4.709,0.28,4.415,0.294,0.47,0.44,0.45
K15SG(l)1,Salix glauca,Leaf,Printers pass,K,0.507,21/07/16,,,,,0,1,1,1
K15SG(l)2,Salix glauca,Leaf,Printers pass,K,0.501,21/07/16,,,,,0,1,1,1
K15SG(l)3,Salix glauca,Leaf,Printers pass,K,0.501,21/07/16,,,,,0,1,1,1
K15SG(l)4,Salix glauca,Leaf,Printers pass,K,0.51,21/07/16,,,,,0,1,1,1
K15SG(l)5,Salix glauca,Leaf,Printers pass,K,0.504,21/07/16,,,,,0,1,1,1
K15SG(l)6,Salix glauca,Leaf,Printers pass,K,0.502,21/07/16,,,,,0,1,1,1
K15SG(l)7,Salix glauca,Leaf,Printers pass,K,0.515,21/07/16,,,,,0,1,1,1
K15SG(l)8,Salix glauca,Leaf,Printers pass,K,0.505,21/07/16,,,,,0,1,1,1
K15SG(l)9,Salix glauca,Leaf,Printers pass,K,0.496,21/07/16,,,,,0,1,1,1
K15SG(l)10,Salix glauca,Leaf,Printers pass,K,0.497,21/07/16,,,,,0,1,1,1
K15SG(l)11,Salix glauca,Leaf,Printers pass,K,0.508,21/07/16,12/07/16,4.7,0.349,4.331,0.369,0.31,0.27,0.29
K15SG(l)12,Salix glauca,Leaf,Printers pass,K,0.51,21/07/16,12/07/16,4.855,0.318,4.498,0.357,0.38,0.3,0.34
K15SG(l)13,Salix glauca,Leaf,Printers pass,K,0.514,21/07/16,12/07/16,4.789,0.336,4.434,0.355,0.35,0.31,0.33
K15SG(l)14,Salix glauca,Leaf,Printers pass,K,0.497,21/07/16,12/07/16,4.582,0.325,4.245,0.337,0.35,0.32,0.33
K15SG(l)15,Salix glauca,Leaf,Printers pass,K,0.528,21/07/16,12/07/16,4.726,0.316,4.382,0.344,0.4,0.35,0.38
K15SG(l)16,Salix glauca,Leaf,Printers pass,K,0.496,21/07/16,12/07/16,4.711,0.292,4.39,0.321,0.41,0.35,0.38
K15SG(l)17,Salix glauca,Leaf,Printers pass,K,0.523,21/07/16,12/07/16,4.357,0.233,4.083,0.274,0.55,0.48,0.52
K15SG(l)18,Salix glauca,Leaf,Printers pass,K,0.493,21/07/16,12/07/16,4.532,0.262,4.252,0.28,0.47,0.43,0.45
K15SG(l)19,Salix glauca,Leaf,Printers pass,K,0.496,21/07/16,12/07/16,4.597,0.315,4.246,0.351,0.36,0.29,0.33
K15SG(l)20,Salix glauca,Leaf,Printers pass,K,0.502,21/07/16,12/07/16,4.493,0.313,4.133,0.36,0.38,0.28,0.33
K15PV(f)1,Pedicularis verticillata ,Flower,Pika camp,K,0.51,21/07/16,,,,,0,1,1,1
K15PV(f)2,Pedicularis verticillata ,Flower,Pika camp,K,0.544,21/07/16,,,,,0,1,1,1
K15PV(f)3,Pedicularis verticillata ,Flower,Pika camp,K,0.531,21/07/16,,,,,0,1,1,1
K15PV(f)4,Pedicularis verticillata ,Flower,Pika camp,K,0.49,21/07/16,,,,,0,1,1,1
K15PV(f)5,Pedicularis verticillata ,Flower,Pika camp,K,0.517,21/07/16,,,,,0,1,1,1
K15PV(f)6,Pedicularis verticillata ,Flower,Pika camp,K,0.539,21/07/16,,,,,0,1,1,1
K15PV(f)7,Pedicularis verticillata ,Flower,Pika camp,K,0.534,21/07/16,,,,,0,1,1,1
K15PV(f)8,Pedicularis verticillata ,Flower,Pika camp,K,0.535,21/07/16,,,,,0,1,1,1
K15PV(f)9,Pedicularis verticillata ,Flower,Pika camp,K,0.516,21/07/16,,,,,0,1,1,1
K15PV(f)10,Pedicularis verticillata ,Flower,Pika camp,K,0.504,21/07/16,,,,,0,1,1,1
K15PV(f)11,Pedicularis verticillata ,Flower,Pika camp,K,0.55,21/07/16,12/07/16,4.449,0.202,4.22,0.229,0.63,0.58,0.61
K15PV(f)12,Pedicularis verticillata ,Flower,Pika camp,K,0.502,21/07/16,12/07/16,4.581,0.163,4.381,0.2,0.68,0.6,0.64
K15PV(f)13,Pedicularis verticillata ,Flower,Pika camp,K,0.502,21/07/16,12/07/16,4.719,0.203,4.488,0.231,0.6,0.54,0.57
K15PV(f)14,Pedicularis verticillata ,Flower,Pika camp,K,0.475,21/07/16,12/07/16,4.486,0.189,4.279,0.207,0.6,0.56,0.58
K15PV(f)15,Pedicularis verticillata ,Flower,Pika camp,K,0.489,21/07/16,12/07/16,4.571,0.218,4.335,0.236,0.55,0.52,0.54
K15PV(f)16,Pedicularis verticillata ,Flower,Pika camp,K,0.435,21/07/16,12/07/16,4.284,0.183,4.102,0.182,0.58,0.58,0.58
K15PV(f)17,Pedicularis verticillata ,Flower,Pika camp,K,0.54,21/07/16,12/07/16,4.528,0.242,4.263,0.265,0.55,0.51,0.53
K15PV(f)18,Pedicularis verticillata ,Flower,Pika camp,K,0.543,21/07/16,12/07/16,4.431,0.152,4.269,0.162,0.72,0.7,0.71
K15PV(f)19,Pedicularis verticillata ,Flower,Pika camp,K,0.493,21/07/16,12/07/16,4.189,0.09,4.081,0.108,0.82,0.78,0.8
K15PV(f)20,Pedicularis verticillata ,Flower,Pika camp,K,0.497,21/07/16,12/07/16,4.305,0.146,4.135,0.17,0.71,0.66,0.68
K15SG(s)1,Salix glauca,Stem,Printers pass,K,0.522,21/07/16,,,,,0,1,1,1
K15SG(s)2,Salix glauca,Stem,Printers pass,K,0.539,21/07/16,,,,,0,1,1,1
K15SG(s)3,Salix glauca,Stem,Printers pass,K,0.499,21/07/16,,,,,0,1,1,1
K15SG(s)4,Salix glauca,Stem,Printers pass,K,0.537,21/07/16,,,,,0,1,1,1
K15SG(s)5,Salix glauca,Stem,Printers pass,K,0.485,21/07/16,,,,,0,1,1,1
K15SG(s)6,Salix glauca,Stem,Printers pass,K,0.502,21/07/16,,,,,0,1,1,1
K15SG(s)7,Salix glauca,Stem,Printers pass,K,0.506,21/07/16,,,,,0,1,1,1
K15SG(s)8,Salix glauca,Stem,Printers pass,K,0.52,21/07/16,,,,,0,1,1,1
K15SG(s)9,Salix glauca,Stem,Printers pass,K,0.502,21/07/16,,,,,0,1,1,1
K15SG(s)10,Salix glauca,Stem,Printers pass,K,0.486,21/07/16,,,,,0,1,1,1
K15SG(s)11,Salix glauca,Stem,Printers pass,K,0.46,21/07/16,12/07/16,2.944,0.363,2.555,0.389,0.21,0.15,0.18
K15SG(s)12,Salix glauca,Stem,Printers pass,K,0.54,21/07/16,12/07/16,2.895,0.428,2.455,0.44,0.21,0.19,0.2
K15SG(s)13,Salix glauca,Stem,Printers pass,K,0.47,21/07/16,12/07/16,2.768,0.365,2.397,0.371,0.22,0.21,0.22
K15SG(s)14,Salix glauca,Stem,Printers pass,K,0.48,21/07/16,12/07/16,3.079,0.388,2.676,0.403,0.19,0.16,0.18
K15SG(s)15,Salix glauca,Stem,Printers pass,K,0.526,21/07/16,12/07/16,2.707,0.425,2.281,0.426,0.19,0.19,0.19
K15SG(s)16,Salix glauca,Stem,Printers pass,K,0.487,21/07/16,12/07/16,2.748,0.373,2.381,0.367,0.23,0.25,0.24
K15SG(s)17,Salix glauca,Stem,Printers pass,K,0.544,21/07/16,12/07/16,2.825,0.472,2.346,0.479,0.13,0.12,0.13
K15SG(s)18,Salix glauca,Stem,Printers pass,K,0.529,21/07/16,12/07/16,2.762,0.364,2.355,0.407,0.31,0.23,0.27
K15SG(s)19,Salix glauca,Stem,Printers pass,K,0.494,21/07/16,12/07/16,2.625,0.39,2.226,0.399,0.21,0.19,0.2
K15SG(s)20,Salix glauca,Stem,Printers pass,K,0.541,21/07/16,12/07/16,3.334,0.453,2.866,0.468,0.16,0.13,0.15
K15MA1,Moss A,Leaf,Pika/Plateau,K,0.486,21/07/16,,,,,0,1,1,1
K15MA2,Moss A,Leaf,Pika/Plateau,K,0.515,21/07/16,,,,,0,1,1,1
K15MA3,Moss A,Leaf,Pika/Plateau,K,0.515,21/07/16,,,,,0,1,1,1
K15MA4,Moss A,Leaf,Pika/Plateau,K,0.533,21/07/16,,,,,0,1,1,1
K15MA5,Moss A,Leaf,Pika/Plateau,K,0.541,21/07/16,,,,,0,1,1,1
K15MA6,Moss A,Leaf,Pika/Plateau,K,0.531,21/07/16,,,,,0,1,1,1
K15MA7,Moss A,Leaf,Pika/Plateau,K,0.505,21/07/16,,,,,0,1,1,1
K15MA8,Moss A,Leaf,Pika/Plateau,K,0.491,21/07/16,,,,,0,1,1,1
K15MA9,Moss A,Leaf,Pika/Plateau,K,0.524,21/07/16,,,,,0,1,1,1
K15MA10,Moss A,Leaf,Pika/Plateau,K,0.516,21/07/16,,,,,0,1,1,1
K15MA11,Moss A,Leaf,Pika/Plateau,K,0.472,21/07/16,12/07/16,4.621,0.422,4.152,0.469,0.11,0.01,0.06
K15MA12,Moss A,Leaf,Pika/Plateau,K,0.513,21/07/16,12/07/16,4.96,0.492,4.398,0.562,0.04,-0.1,-0.03
K15MA13,Moss A,Leaf,Pika/Plateau,K,0.509,21/07/16,12/07/16,4.593,0.463,4.07,0.523,0.09,-0.03,0.03
K15MA14,Moss A,Leaf,Pika/Plateau,K,0.548,21/07/16,12/07/16,4.575,0.486,4.067,0.508,0.11,0.07,0.09
K15MA15,Moss A,Leaf,Pika/Plateau,K,0.527,21/07/16,12/07/16,4.817,0.504,4.276,0.541,0.04,-0.03,0.01
K15MA16,Moss A,Leaf,Pika/Plateau,K,0.49,21/07/16,12/07/16,4.459,0.435,4.001,0.458,0.11,0.07,0.09
K15MA17,Moss A,Leaf,Pika/Plateau,K,0.48,21/07/16,12/07/16,4.789,0.456,4.271,0.518,0.05,-0.08,-0.01
K15MA18,Moss A,Leaf,Pika/Plateau,K,0.481,21/07/16,12/07/16,4.869,0.456,4.392,0.477,0.05,0.01,0.03
K15MA19,Moss A,Leaf,Pika/Plateau,K,0.542,21/07/16,12/07/16,4.823,0.499,4.299,0.524,0.08,0.03,0.06
K15MA20,Moss A,Leaf,Pika/Plateau,K,0.503,21/07/16,12/07/16,4.821,0.44,4.355,0.466,0.13,0.07,0.1
K15SL1,Stellaria longipes,Leaf,Pika/Plateau,K,0.506,21/07/16,,,,,0,1,1,1
K15SL2,Stellaria longipes,Leaf,Pika/Plateau,K,0.51,21/07/16,,,,,0,1,1,1
K15SL3,Stellaria longipes,Leaf,Pika/Plateau,K,0.507,21/07/16,,,,,0,1,1,1
K15SL4,Stellaria longipes,Leaf,Pika/Plateau,K,0.5,21/07/16,,,,,0,1,1,1
K15SL5,Stellaria longipes,Leaf,Pika/Plateau,K,0.513,21/07/16,,,,,0,1,1,1
K15SL6,Stellaria longipes,Leaf,Pika/Plateau,K,0.497,21/07/16,,,,,0,1,1,1
K15SL7,Stellaria longipes,Leaf,Pika/Plateau,K,0.517,21/07/16,,,,,0,1,1,1
K15SL8,Stellaria longipes,Leaf,Pika/Plateau,K,0.5,21/07/16,,,,,0,1,1,1
K15SL9,Stellaria longipes,Leaf,Pika/Plateau,K,0.525,21/07/16,,,,,0,1,1,1
K15SL10,Stellaria longipes,Leaf,Pika/Plateau,K,0.533,21/07/16,,,,,0,1,1,1
K15SL11,Stellaria longipes,Leaf,Pika/Plateau,K,0.491,21/07/16,12/07/16,4.042,0.163,3.862,0.18,0.67,0.63,0.65
K15SL12,Stellaria longipes,Leaf,Pika/Plateau,K,0.529,21/07/16,12/07/16,4.364,0.141,4.199,0.165,0.73,0.69,0.71
K15SL13,Stellaria longipes,Leaf,Pika/Plateau,K,0.532,21/07/16,12/07/16,4.386,0.154,4.193,0.193,0.71,0.64,0.67
K15SL14,Stellaria longipes,Leaf,Pika/Plateau,K,0.486,21/07/16,12/07/16,4.497,0.161,4.272,0.225,0.67,0.54,0.6
K15SL15,Stellaria longipes,Leaf,Pika/Plateau,K,0.519,21/07/16,12/07/16,4.484,0.248,4.192,0.292,0.52,0.44,0.48
K15SL16,Stellaria longipes,Leaf,Pika/Plateau,K,0.483,21/07/16,12/07/16,4.318,0.136,4.16,0.158,0.72,0.67,0.7
K15SL17,Stellaria longipes,Leaf,Pika/Plateau,K,0.584,21/07/16,12/07/16,4.273,0.158,4.1,0.173,0.73,0.7,0.72
K15SL18,Stellaria longipes,Leaf,Pika/Plateau,K,0.488,21/07/16,12/07/16,4.318,0.144,4.133,0.185,0.7,0.62,0.66
K15SL19,Stellaria longipes,Leaf,Pika/Plateau,K,0.485,21/07/16,12/07/16,4.257,0.145,4.089,0.168,0.7,0.65,0.68
K15SL20,Stellaria longipes,Leaf,Pika/Plateau,K,0.501,21/07/16,12/07/16,4.437,0.154,4.262,0.175,0.69,0.65,0.67
K15PA1,Poa arctica,Leaf,Kluane plateau,K,0.493,21/07/16,,,,,0,1,1,1
K15PA2,Poa arctica,Leaf,Kluane plateau,K,0.472,21/07/16,,,,,0,1,1,1
K15PA3,Poa arctica,Leaf,Kluane plateau,K,0.509,21/07/16,,,,,0,1,1,1
K15PA4,Poa arctica,Leaf,Kluane plateau,K,0.508,21/07/16,,,,,0,1,1,1
K15PA5,Poa arctica,Leaf,Kluane plateau,K,0.51,21/07/16,,,,,0,1,1,1
K15PA6,Poa arctica,Leaf,Kluane plateau,K,0.499,21/07/16,,,,,0,1,1,1
K15PA7,Poa arctica,Leaf,Kluane plateau,K,0.488,21/07/16,,,,,0,1,1,1
K15PA8,Poa arctica,Leaf,Kluane plateau,K,0.518,21/07/16,,,,,0,1,1,1
K15PA9,Poa arctica,Leaf,Kluane plateau,K,0.504,21/07/16,,,,,0,1,1,1
K15PA10,Poa arctica,Leaf,Kluane plateau,K,0.544,21/07/16,,,,,0,1,1,1
K15PA11,Poa arctica,Leaf,Kluane plateau,K,0.54,21/07/16,12/07/16,4.257,0.199,4.035,0.222,0.63,0.59,0.61
K15PA12,Poa arctica,Leaf,Kluane plateau,K,0.512,21/07/16,12/07/16,4.494,0.184,4.308,0.186,0.64,0.64,0.64
K15PA13,Poa arctica,Leaf,Kluane plateau,K,0.49,21/07/16,12/07/16,4.483,0.152,4.32,0.163,0.69,0.67,0.68
K15PA14,Poa arctica,Leaf,Kluane plateau,K,0.516,21/07/16,12/07/16,4.396,0.196,4.037,0.359,0.62,0.3,0.46
K15PA15,Poa arctica,Leaf,Kluane plateau,K,0.524,21/07/16,12/07/16,4.437,0.212,4.336,0.101,0.6,0.81,0.7
K15PA16,Poa arctica,Leaf,Kluane plateau,K,0.508,21/07/16,12/07/16,4.441,0.271,4.126,0.315,0.47,0.38,0.42
K15PA17,Poa arctica,Leaf,Kluane plateau,K,0.544,21/07/16,12/07/16,4.362,0.237,4.089,0.273,0.56,0.5,0.53
K15PA18,Poa arctica,Leaf,Kluane plateau,K,0.503,21/07/16,12/07/16,4.295,0.201,4.037,0.258,0.6,0.49,0.54
K15PA19,Poa arctica,Leaf,Kluane plateau,K,0.476,21/07/16,12/07/16,4.278,0.184,4.058,0.22,0.61,0.54,0.58
K15PA20,Poa arctica,Leaf,Kluane plateau,K,0.548,21/07/16,12/07/16,4.314,0.212,4.068,0.246,0.61,0.55,0.58
K15FR1,Festuca rubra,Leaf,Kluane plateau,K,0.501,21/07/16,,,,,0,1,1,1
K15FR2,Festuca rubra,Leaf,Kluane plateau,K,0.467,21/07/16,,,,,0,1,1,1
K15FR3,Festuca rubra,Leaf,Kluane plateau,K,0.507,21/07/16,,,,,0,1,1,1
K15FR4,Festuca rubra,Leaf,Kluane plateau,K,0.519,21/07/16,,,,,0,1,1,1
K15FR5,Festuca rubra,Leaf,Kluane plateau,K,0.535,21/07/16,,,,,0,1,1,1
K15FR6,Festuca rubra,Leaf,Kluane plateau,K,0.489,21/07/16,,,,,0,1,1,1
K15FR7,Festuca rubra,Leaf,Kluane plateau,K,0.539,21/07/16,,,,,0,1,1,1
K15FR8,Festuca rubra,Leaf,Kluane plateau,K,0.494,21/07/16,,,,,0,1,1,1
K15FR9,Festuca rubra,Leaf,Kluane plateau,K,0.476,21/07/16,,,,,0,1,1,1
K15FR10,Festuca rubra,Leaf,Kluane plateau,K,0.455,21/07/16,,,,,0,1,1,1
K15FR11,Festuca rubra,Leaf,Kluane plateau,K,0.52,21/07/16,12/07/16,4.5,0.189,4.281,0.219,0.64,0.58,0.61
K15FR12,Festuca rubra,Leaf,Kluane plateau,K,0.48,21/07/16,12/07/16,4.517,0.169,4.312,0.205,0.65,0.57,0.61
K15FR13,Festuca rubra,Leaf,Kluane plateau,K,0.47,21/07/16,12/07/16,4.218,0.184,4.235,-0.017,0.61,1.04,0.82
K15FR14,Festuca rubra,Leaf,Kluane plateau,K,0.477,21/07/16,12/07/16,4.532,0.197,4.285,0.247,0.59,0.48,0.53
K15FR15,Festuca rubra,Leaf,Kluane plateau,K,0.514,21/07/16,12/07/16,4.588,0.183,3.999,0.589,0.64,-0.15,0.25
K15FR16,Festuca rubra,Leaf,Kluane plateau,K,0.456,21/07/16,12/07/16,4.726,0.206,4.474,0.252,0.55,0.45,0.5
K15FR17,Festuca rubra,Leaf,Kluane plateau,K,0.499,21/07/16,12/07/16,4.708,0.233,4.462,0.246,0.53,0.51,0.52
K15FR18,Festuca rubra,Leaf,Kluane plateau,K,0.52,21/07/16,12/07/16,4.703,0.253,4.436,0.267,0.51,0.49,0.5
K15FR19,Festuca rubra,Leaf,Kluane plateau,K,0.51,21/07/16,12/07/16,4.556,0.225,4.302,0.254,0.56,0.5,0.53
K15FR20,Festuca rubra,Leaf,Kluane plateau,K,0.499,21/07/16,12/07/16,4.551,0.224,4.317,0.234,0.55,0.53,0.54
K15BG(s)1,Betula glandulosa,Stem,Pika camp,K,0.513,21/07/16,,,,,0,1,1,1
K15BG(s)2,Betula glandulosa,Stem,Pika camp,K,0.534,21/07/16,,,,,0,1,1,1
K15BG(s)3,Betula glandulosa,Stem,Pika camp,K,0.546,21/07/16,,,,,0,1,1,1
K15BG(s)4,Betula glandulosa,Stem,Pika camp,K,0.481,21/07/16,,,,,0,1,1,1
K15BG(s)5,Betula glandulosa,Stem,Pika camp,K,0.492,21/07/16,,,,,0,1,1,1
K15BG(s)6,Betula glandulosa,Stem,Pika camp,K,0.542,21/07/16,,,,,0,1,1,1
K15BG(s)7,Betula glandulosa,Stem,Pika camp,K,0.509,21/07/16,,,,,0,1,1,1
K15BG(s)8,Betula glandulosa,Stem,Pika camp,K,0.512,21/07/16,,,,,0,1,1,1
K15BG(s)9,Betula glandulosa,Stem,Pika camp,K,0.5,21/07/16,,,,,0,1,1,1
K15BG(s)10,Betula glandulosa,Stem,Pika camp,K,0.501,21/07/16,,,,,0,1,1,1
K15BG(s)11,Betula glandulosa,Stem,Pika camp,K,0.536,21/07/16,12/07/16,2.818,0.445,2.365,0.453,0.17,0.15,0.16
K15BG(s)12,Betula glandulosa,Stem,Pika camp,K,0.522,21/07/16,12/07/16,2.872,0.436,2.426,0.446,0.16,0.15,0.16
K15BG(s)13,Betula glandulosa,Stem,Pika camp,K,0.521,21/07/16,12/07/16,2.561,0.436,2.119,0.442,0.16,0.15,0.16
K15BG(s)14,Betula glandulosa,Stem,Pika camp,K,0.499,21/07/16,12/07/16,2.754,0.425,2.314,0.44,0.15,0.12,0.13
K15BG(s)15,Betula glandulosa,Stem,Pika camp,K,0.476,21/07/16,12/07/16,2.676,0.413,2.262,0.414,0.13,0.13,0.13
K15BG(s)16,Betula glandulosa,Stem,Plateau,K,0.476,21/07/16,12/07/16,2.637,0.338,2.293,0.344,0.29,0.28,0.28
K15BG(s)17,Betula glandulosa,Stem,Plateau,K,0.515,21/07/16,12/07/16,2.707,0.416,2.271,0.436,0.19,0.15,0.17
K15BG(s)18,Betula glandulosa,Stem,Plateau,K,0.491,21/07/16,12/07/16,2.491,0.384,2.091,0.4,0.22,0.19,0.2
K15BG(s)19,Betula glandulosa,Stem,Plateau,K,0.533,21/07/16,12/07/16,2.738,0.444,2.286,0.452,0.17,0.15,0.16
K15BG(s)20,Betula glandulosa,Stem,Plateau,K,0.505,21/07/16,12/07/16,3.14,0.417,2.708,0.432,0.17,0.14,0.16
K15PF1,Petasites frigidus,Leaf,Pika camp,K,0.547,21/07/16,,,,,0,1,1,1
K15PF2,Petasites frigidus,Leaf,Pika camp,K,0.487,21/07/16,,,,,0,1,1,1
K15PF3,Petasites frigidus,Leaf,Pika camp,K,0.495,21/07/16,,,,,0,1,1,1
K15PF4,Petasites frigidus,Leaf,Pika camp,K,0.523,21/07/16,,,,,0,1,1,1
K15PF5,Petasites frigidus,Leaf,Pika camp,K,0.543,21/07/16,,,,,0,1,1,1
K15PF6,Petasites frigidus,Leaf,Pika camp,K,0.47,21/07/16,,,,,0,1,1,1
K15PF7,Petasites frigidus,Leaf,Pika camp,K,0.538,21/07/16,,,,,0,1,1,1
K15PF8,Petasites frigidus,Leaf,Pika camp,K,0.509,21/07/16,,,,,0,1,1,1
K15PF9,Petasites frigidus,Leaf,Pika camp,K,0.492,21/07/16,,,,,0,1,1,1
K15PF10,Petasites frigidus,Leaf,Pika camp,K,0.533,21/07/16,,,,,0,1,1,1
K15PF11,Petasites frigidus,Leaf,Pika camp,K,0.527,21/07/16,12/07/16,4.45,0.175,4.215,0.235,0.67,0.55,0.61
K15PF12,Petasites frigidus,Leaf,Pika camp,K,0.487,21/07/16,12/07/16,4.51,0.195,4.285,0.225,0.6,0.54,0.57
K15PF13,Petasites frigidus,Leaf,Pika camp,K,0.515,21/07/16,12/07/16,4.366,0.198,4.122,0.244,0.62,0.53,0.57
K15PF14,Petasites frigidus,Leaf,Pika camp,K,0.503,21/07/16,12/07/16,4.401,0.149,4.202,0.199,0.7,0.6,0.65
K15PF15,Petasites frigidus,Leaf,Pika camp,K,0.471,21/07/16,12/07/16,4.483,0.126,4.31,0.173,0.73,0.63,0.68
K15PF16,Petasites frigidus,Leaf,Pika camp,K,0.527,21/07/16,12/07/16,4.619,0.205,4.363,0.256,0.61,0.51,0.56
K15PF17,Petasites frigidus,Leaf,Pika camp,K,0.51,21/07/16,12/07/16,4.441,0.22,4.192,0.249,0.57,0.51,0.54
K15PF18,Petasites frigidus,Leaf,Pika camp,K,0.472,21/07/16,12/07/16,4.611,0.153,4.387,0.224,0.68,0.53,0.6
K15PF19,Petasites frigidus,Leaf,Pika camp,K,0.542,21/07/16,12/07/16,4.436,0.182,4.221,0.215,0.66,0.6,0.63
K15PF20,Petasites frigidus,Leaf,Pika camp,K,0.53,21/07/16,12/07/16,4.348,0.189,4.127,0.221,0.64,0.58,0.61
K15RG(s)1,Rhododendron groenlandica,Stem,Pika camp,K,0.539,21/07/16,,,,,0,1,1,1
K15RG(s)2,Rhododendron groenlandica,Stem,Pika camp,K,0.46,21/07/16,,,,,0,1,1,1
K15RG(s)3,Rhododendron groenlandica,Stem,Pika camp,K,0.534,21/07/16,,,,,0,1,1,1
K15RG(s)4,Rhododendron groenlandica,Stem,Pika camp,K,0.493,21/07/16,,,,,0,1,1,1
K15RG(s)5,Rhododendron groenlandica,Stem,Pika camp,K,0.465,21/07/16,,,,,0,1,1,1
K15RG(s)6,Rhododendron groenlandica,Stem,Pika camp,K,0.54,21/07/16,,,,,0,1,1,1
K15RG(s)7,Rhododendron groenlandica,Stem,Pika camp,K,0.501,21/07/16,,,,,0,1,1,1
K15RG(s)8,Rhododendron groenlandica,Stem,Pika camp,K,0.542,21/07/16,,,,,0,1,1,1
K15RG(s)9,Rhododendron groenlandica,Stem,Pika camp,K,0.499,21/07/16,,,,,0,1,1,1
K15RG(s)10,Rhododendron groenlandica,Stem,Pika camp,K,0.534,21/07/16,,,,,0,1,1,1
K15RG(s)11,Rhododendron groenlandica,Stem,Pika camp,K,0.525,21/07/16,12/07/16,3.068,0.442,2.619,0.449,0.16,0.14,0.15
K15RG(s)12,Rhododendron groenlandica,Stem,Pika camp,K,0.477,21/07/16,12/07/16,3.004,0.426,2.575,0.429,0.11,0.1,0.1
K15RG(s)13,Rhododendron groenlandica,Stem,Pika camp,K,0.49,21/07/16,12/07/16,3.129,0.401,2.727,0.402,0.18,0.18,0.18
K15RG(s)14,Rhododendron groenlandica,Stem,Pika camp,K,0.545,21/07/16,12/07/16,2.944,0.477,2.458,0.486,0.12,0.11,0.12
K15RG(s)15,Rhododendron groenlandica,Stem,Pika camp,K,0.487,21/07/16,12/07/16,2.579,0.429,2.146,0.433,0.12,0.11,0.11
K15RG(s)16,Rhododendron groenlandica,Stem,Pika camp,K,0.486,21/07/16,12/07/16,3.074,0.424,2.625,0.449,0.13,0.08,0.1
K15RG(s)17,Rhododendron groenlandica,Stem,Pika camp,K,0.496,21/07/16,12/07/16,2.945,0.464,2.466,0.479,0.06,0.03,0.05
K15RG(s)18,Rhododendron groenlandica,Stem,Pika camp,K,0.546,21/07/16,12/07/16,3.069,0.46,2.575,0.494,0.16,0.1,0.13
K15RG(s)19,Rhododendron groenlandica,Stem,Pika camp,K,0.529,21/07/16,12/07/16,2.72,0.448,2.266,0.454,0.15,0.14,0.15
K15RG(s)20,Rhododendron groenlandica,Stem,Pika camp,K,0.494,21/07/16,12/07/16,3.069,0.434,2.63,0.439,0.12,0.11,0.12
K15SA(f)1,Salix arctica,Flower,Pika camp,K,0.48,21/07/16,,,,,0,1,1,1
K15SA(f)2,Salix arctica,Flower,Pika camp,K,0.514,21/07/16,,,,,0,1,1,1
